min,max,weight
0,0,1
18.01918,24.76438356,1
24.79178,27.07123,1
27.07397,28.94247,0.64
28.9589,30.73150685,0
30.73699,32.42192,0
32.42465753,34.77808,0
34.80822,37.6137,0
37.61917808,41.54795,0
41.5726,46.95342466,0.45
46.96986,74,1
