min,max,weight
0,0,1
0,992.3214112,1
2857.277433,8931.928884,0.9
10142.33842,9894.79526,0.8
16321.13821,24976.14633,0.7
25124.85795,35889.13617,0.6
36153.94859,50420.57915,0.4
50733.37754,72560.98096,0.25
100548.0131,99046.13601,0.2
111560.358,222797.2944,0.1
1149750.712,995834.0625,0
