min,max,weight
0,0,1
0,1.021918,1
1.024657534,1.876712,1
1.884932,2.635616,1
2.638356,3.369863,1
3.38630137,4.178082192,1
4.18630137,5.120548,0
5.136986,6.887671,0
6.90137,9.134246575,0
9.145205479,12.9863,0
13.01096,115.9178,0
