min,max,weight
0,0,0.05
0.035719981,0.181818182,0.15
0.182574186,0.346317721,0.25
0.351328667,0.542750187,0.5
0.54440962,0.92214638,0.5
0.923420824,1.523086195,0.7
1.544058894,2.587421485,0.8
2.603321745,4.398589142,0.85
4.505376095,7.988261715,0.95
8.069972664,12.70833413,1
12.72555511,111.8447984,1
