min,max,weight
0,0,1
0.060273973,0.295890411,1
0.298630137,0.731506849,1
0.745205479,1.095890411,0.5
1.098630137,1.630136986,0.5
1.632876712,2.369863014,0.5
2.380821918,3.054794521,0
3.057534247,3.564383562,0
3.575342466,5.720547945,0
5.750684932,9.342465753,0
9.353424658,17.69041096,0
