min,max,weight
0,0,0
0.062047205,0.165521178,0.1
0.165748386,0.290287658,0.15
0.291729983,0.514361234,0.3
0.514498063,0.875067283,0.4
0.883883476,1.477364485,0.5
1.496485636,2.587421485,0.8
2.603321745,4.545379002,0.85
4.56046968,8.490568429,0.9
8.594543321,12.12120731,0.95
12.15291343,30,1
