min,max,weight
0,0,0
0.069337525,0.491462796,0.1
0.49249131,0.964400612,0.2
0.96882923,1.4192495,0.3
1.419899411,1.954970728,0.35
1.956229958,2.616239708,0.4
2.62036187,3.453245102,0.8
3.464041778,4.507282809,0.85
4.511008178,6.039083874,0.9
6.065653956,8.447620095,0.95
8.45436909,20,1
