Pincodes,location_risk_weight,location_band,District/City, GEO_Portfolio_PL_Index 
769012,8,7,Sundergarh,1.164557997
769013,6,4,Sundergarh,0.76801727
769014,6,4,Sundergarh,0.62477209
769015,7,6,Sundergarh,0.922260525
769016,10,8,Sundergarh,1.454632218
769042,7,6,Sundergarh,0.96836143
769043,3,2,Sundergarh,0.341567203
770001,6,4,Sundergarh,0.564105043
770002,15,9,Sundergarh,1.615959941
770011,5,3,Sundergarh,0.515027716
770012,3,2,Sundergarh,0.310442336
770014,15,9,Sundergarh,1.529320026
770015,15,9,Sundergarh,1.951435765
770016,8,7,Sundergarh,0.989261869
770017,15,9,Sundergarh,2.032790917
770018,3,2,Sundergarh,0.238051326
770020,7,6,Sundergarh,0.943816806
770022,5,3,Sundergarh,0.453338369
770031,20,10,Sundergarh,2.609685376
770032,15,9,Sundergarh,1.975425491
770033,10,8,Sundergarh,1.456332067
770034,20,10,Sundergarh,2.613635873
770036,10,8,Sundergarh,1.499053214
770037,8,7,Sundergarh,1.087044839
770038,7,6,Sundergarh,0.95094733
770039,6,4,Sundergarh,0.604387748
770040,7,6,Sundergarh,0.846023148
770046,10,8,Sundergarh,1.3420077
770051,3,2,Sundergarh,0.277335162
770073,7,6,Sundergarh,0.856063255
770076,6,4,Sundergarh,0.798122677
781001,20,10,Kamrup,2.229852699
781003,8,7,Kamrup,1.052445665
781004,5,3,Kamrup,0.400583655
781005,6,4,Kamrup,0.794804598
781006,6,4,Kamrup,0.684434485
781007,7,6,Kamrup,0.899623506
781008,15,9,Kamrup,1.671893253
781009,7,6,Kamrup,0.959528196
781011,5,3,Kamrup,0.464047683
781012,7,6,Kamrup,0.861319782
781013,15,9,Kamrup,1.677780597
781014,7,6,Kamrup,0.895253296
781015,10,8,Kamrup,1.244669538
781016,10,8,Kamrup,1.416802578
781017,6,4,Kamrup,0.661766812
781018,7,6,Kamrup,0.923842279
781019,6,4,Kamrup,0.791108815
781020,5,3,Kamrup,0.528953617
781021,6,4,Kamrup,0.633396843
781022,5,3,Kamrup,0.471992837
781023,6,4,Kamrup,0.590286502
781024,6,4,Kamrup,0.685276709
781025,8,7,Kamrup,1.100695925
781026,6,4,Kamrup,0.601606939
781027,6,4,Kamrup,0.576271821
781028,8,7,Kamrup,1.115636717
781029,7,6,Kamrup,0.884652749
781030,15,9,Kamrup,2.142934262
781031,10,8,Kamrup,1.328797975
781032,8,7,Kamrup,1.112299477
781033,2,1,Kamrup,0.186228901
781034,6,4,Kamrup,0.649791265
781035,5,3,Kamrup,0.457897536
781036,6,4,Kamrup,0.749561746
781037,6,4,Kamrup,0.775122616
781038,6,4,Kamrup,0.728927184
781039,3,2,Kamrup,0.333885576
781101,8,7,Kamrup,0.99333053
781102,7,6,Kamrup,0.847092884
781103,7,6,Kamrup,0.910879919
781104,6,4,Kamrup,0.835486055
781120,2,1,Kamrup,0.082266699
781121,6,4,Kamrup,0.755351027
781122,6,4,Kamrup,0.727318747
781123,7,6,Kamrup,0.910058835
781124,15,9,Kamrup,1.585366685
781125,10,8,Kamrup,1.485642558
781126,6,4,Nalbari,0.673184363
781127,7,6,Kamrup,0.971158288
781128,15,9,Kamrup,1.734560081
781131,6,4,Kamrup,0.75231075
781132,6,4,Kamrup,0.804850854
781134,6,4,Kamrup,0.828466282
781135,6,4,Kamrup,0.794136945
781136,8,7,Kamrup,1.178262908
781137,15,9,Kamrup,1.780998808
781138,5,3,Nalbari,0.429477189
781141,6,4,Kamrup,0.678744765
781150,7,6,Kamrup,0.90452713
781171,5,3,Kamrup,0.489762777
781301,6,4,Barpeta,0.675759342
781302,10,8,Barpeta,1.471754297
781303,6,4,Nalbari,0.636890594
781304,5,3,Nalbari,0.412851002
781305,3,2,Barpeta,0.380579246
781306,7,6,Nalbari,0.941498769
781307,5,3,Barpeta,0.489734706
781308,3,2,Barpeta,0.340937084
781309,5,3,Barpeta,0.491280144
781310,2,1,Nalbari,0.030868758
781312,10,8,Nalbari,1.344973708
781313,6,4,Barpeta,0.572867482
781314,5,3,Barpeta,0.434255566
781315,3,2,Barpeta,0.36569534
781316,7,6,Barpeta,0.865730224
781317,6,4,Barpeta,0.646949264
781318,6,4,Barpeta,0.801378661
781319,10,8,Barpeta,1.430852241
781321,10,8,Barpeta,1.42061546
781325,5,3,Barpeta,0.455719833
781326,3,2,Barpeta,0.306241434
781327,6,4,Barpeta,0.801401415
781328,5,3,Barpeta,0.481667236
781329,3,2,Barpeta,0.324822301
781330,3,2,Barpeta,0.256156582
781333,5,3,Nalbari,0.449491406
781334,5,3,Nalbari,0.469313468
781335,7,6,Nalbari,0.96288045
781337,3,2,Nalbari,0.310515507
781338,10,8,Nalbari,1.221150269
781339,2,1,Nalbari,0.064884824
781340,7,6,Nalbari,0.854051977
781341,5,3,Nalbari,0.429611742
781343,10,8,Nalbari,1.267735368
781344,3,2,Nalbari,0.36052845
781346,5,3,Nalbari,0.493585208
781347,6,4,Nalbari,0.620179748
781348,8,7,Nalbari,1.16619024
781349,5,3,Nalbari,0.546848022
781350,7,6,Nalbari,0.963912023
781351,5,3,Nalbari,0.484588884
781352,6,4,Barpeta,0.642395039
781353,2,1,Nalbari,0.117776984
781354,7,6,Kamrup,0.837783247
781355,8,7,Nalbari,1.022629862
781360,8,7,Nalbari,1.130374002
781364,8,7,Kamrup,1.124354569
781365,5,3,Kamrup,0.492513247
781366,6,4,Kamrup,0.826446563
781367,7,6,Nalbari,0.924065976
781369,6,4,Nalbari,0.648079868
781370,2,1,Nalbari,0.209639132
781371,20,10,Nalbari,2.197150474
781372,7,6,Nalbari,0.952790388
781374,2,1,Nalbari,0.187808859
781375,6,4,Nalbari,0.624477467
781376,2,1,Kamrup,0.019332018
781377,6,4,Nalbari,0.596419224
781378,8,7,Nalbari,1.085754945
781380,6,4,Kamrup,0.779030285
781381,8,7,Kamrup,1.00303239
781382,6,4,Kamrup,0.743303965
782001,8,7,Nagaon,1.171796396
782002,6,4,Nagaon,0.802099937
782003,5,3,Nagaon,0.425617792
782101,5,3,Nagaon,0.454107954
782102,3,2,Nagaon,0.282004836
782103,5,3,Nagaon,0.532045259
782104,8,7,Marigaon,1.05953787
782105,8,7,Marigaon,1.057732213
782106,5,3,Marigaon,0.446244236
782120,5,3,Nagaon,0.463600993
782122,6,4,Nagaon,0.748228387
782123,8,7,Nagaon,1.099229592
782124,8,7,Nagaon,1.086299748
782125,6,4,Nagaon,0.657416513
782136,3,2,Nagaon,0.360405908
782137,2,1,Nagaon,0.138917999
782138,2,1,Nagaon,0.061174403
782140,5,3,Nagaon,0.407670832
782141,6,4,Nagaon,0.582429571
782142,6,4,Nagaon,0.684192053
782143,7,6,Nagaon,0.974033109
782144,5,3,Nagaon,0.524242094
782401,6,4,Kamrup,0.825134533
782402,8,7,Kamrup,1.086491668
782403,10,8,Kamrup,1.47716976
782410,20,10,Marigaon,21.87549926
782411,20,10,Marigaon,3.129487038
782412,2,1,Marigaon,0.084660434
782413,20,10,Marigaon,7.227285475
782425,6,4,Nagaon,0.760740838
782426,7,6,Nagaon,0.957599891
782427,2,1,Nagaon,0.064360662
782428,8,7,Nagaon,1.037599085
782429,7,6,Nagaon,0.891156119
782435,10,8,Nagaon,1.242955834
782439,20,10,Nagaon,3.374469548
782440,15,9,Nagaon,1.937965684
782441,8,7,Karbi Anglong,1.025721479
782442,15,9,Nagaon,1.602871145
782445,20,10,Nagaon,2.382057212
782446,6,4,Nagaon,0.699311125
782447,6,4,Karbi Anglong,0.772177579
782448,15,9,Karbi Anglong,1.585931969
782450,20,10,Karbi Anglong,3.980769325
782460,7,6,Nagaon,0.920106535
782461,6,4,Karbi Anglong,0.693146586
782470,15,9,Karbi Anglong,1.581588713
782480,3,2,Karbi Anglong,0.385308715
782481,7,6,Karbi Anglong,0.952445519
782482,8,7,Karbi Anglong,1.107018638
782485,20,10,Karbi Anglong,2.230697463
782486,3,2,Karbi Anglong,0.291437718
782490,7,6,Karbi Anglong,0.848787635
783101,7,6,Goalpara,0.925769562
783120,7,6,Goalpara,0.970337786
783121,6,4,Goalpara,0.574616559
783122,2,1,Goalpara,0.049492585
783123,6,4,Goalpara,0.617726518
783124,3,2,Goalpara,0.359745226
783125,6,4,Goalpara,0.579708381
783126,2,1,Goalpara,0.218790522
783127,10,8,Dhubri,1.209819304
783128,10,8,Dhubri,1.27631891
783129,6,4,Goalpara,0.658633744
783130,5,3,Goalpara,0.492880331
783131,20,10,Dhubri,2.358766675
783132,15,9,Goalpara,2.025748231
783135,8,7,Dhubri,0.99140229
783301,5,3,Dhubri,0.485925107
783323,5,3,Dhubri,0.518431587
783324,7,6,Dhubri,0.976621974
783325,6,4,Dhubri,0.793854037
783330,6,4,Dhubri,0.659640218
783331,8,7,Dhubri,1.028654049
783332,2,1,Kokrajhar,0.051761497
783334,6,4,Dhubri,0.777392494
783335,8,7,Dhubri,1.155241082
783336,2,1,Kokrajhar,0.198990769
783337,3,2,Kokrajhar,0.244132837
783339,3,2,Dhubri,0.364582567
783345,6,4,Kokrajhar,0.58682594
783346,6,4,Kokrajhar,0.60347945
783347,8,7,Kokrajhar,1.03500233
783348,7,6,Dhubri,0.944086905
783349,15,9,Dhubri,1.825477638
783350,6,4,Kokrajhar,0.66285248
783354,8,7,Kokrajhar,1.019433436
783360,8,7,Kokrajhar,0.987735844
783361,7,6,Kokrajhar,0.938198569
783369,6,4,Kokrajhar,0.645286225
783370,6,4,Kokrajhar,0.782836218
783371,6,4,Dhubri,0.629261056
783372,6,4,Kokrajhar,0.548155153
783373,3,2,Bongaigaon,0.228704785
783374,3,2,Kokrajhar,0.327401919
783375,3,2,Kokrajhar,0.371481349
783376,6,4,Kokrajhar,0.760862921
783380,6,4,Bongaigaon,0.602241903
783381,2,1,Bongaigaon,0.085157351
783382,3,2,Bongaigaon,0.265892281
783383,3,2,Bongaigaon,0.34618672
783384,6,4,Bongaigaon,0.677506931
783385,6,4,Bongaigaon,0.593813125
783386,15,9,Bongaigaon,1.619012794
783388,5,3,Bongaigaon,0.411814233
783389,3,2,Bongaigaon,0.319666978
783390,5,3,Bongaigaon,0.492718707
783391,6,4,Bongaigaon,0.673429668
783392,3,2,Bongaigaon,0.286056333
783393,3,2,Bongaigaon,0.317523036
783394,2,1,Bongaigaon,0.202392046
784001,5,3,Sonitpur,0.515691717
784026,2,1,Sonitpur,0.183006644
784027,15,9,Sonitpur,1.664974412
784028,3,2,Sonitpur,0.272443952
784101,6,4,Sonitpur,0.789980323
784102,5,3,Sonitpur,0.409041544
784103,5,3,Sonitpur,0.425243774
784104,5,3,Sonitpur,0.403099188
784105,2,1,Sonitpur,0.0294784
784110,8,7,Sonitpur,1.055559117
784113,20,10,Darrang,2.67681627
784114,6,4,Darrang,0.802597805
784115,15,9,Darrang,1.503840294
784116,15,9,Darrang,1.522084202
784117,7,6,Sonitpur,0.875257217
784125,6,4,Darrang,0.727763978
784144,5,3,Darrang,0.521550393
784145,5,3,Darrang,0.497776337
784146,7,6,Darrang,0.927390415
784147,6,4,Darrang,0.735153445
784148,6,4,Darrang,0.553810026
784149,7,6,Sonitpur,0.891212317
784150,7,6,Sonitpur,0.854210985
784153,5,3,Sonitpur,0.53919477
784154,6,4,Sonitpur,0.734827005
784160,8,7,Lakhimpur,1.183603006
784161,8,7,Lakhimpur,1.13694858
784164,6,4,Lakhimpur,0.577475432
784165,8,7,Lakhimpur,1.042539111
784167,2,1,Sonitpur,0.011572886
784168,10,8,Sonitpur,1.245587696
784169,15,9,Sonitpur,1.922546212
784170,7,6,Sonitpur,0.895759288
784172,6,4,Sonitpur,0.583260202
784174,8,7,Sonitpur,1.014243659
784175,6,4,Sonitpur,0.633688474
784176,5,3,Sonitpur,0.461369521
784178,8,7,Sonitpur,1.175386589
784179,2,1,Sonitpur,0.024914339
784180,15,9,Sonitpur,1.696924517
784182,6,4,Sonitpur,0.648167438
784189,15,9,Sonitpur,1.855173939
784190,5,3,Darrang,0.430583479
784501,7,6,Sonitpur,0.905915816
784505,20,10,Sonitpur,3.259948967
784506,7,6,Sonitpur,0.963724987
784507,6,4,Darrang,0.565874908
784508,3,2,Darrang,0.257864917
784509,15,9,Darrang,1.790029769
784510,6,4,Darrang,0.681354264
784514,6,4,Darrang,0.608095828
784521,6,4,Darrang,0.62669444
784522,10,8,Darrang,1.298255952
784523,7,6,Darrang,0.881747682
784525,6,4,Darrang,0.667789063
784526,5,3,Darrang,0.485353053
784528,6,4,Darrang,0.700295536
784529,5,3,Darrang,0.416994409
785001,7,6,Jorhat,0.8664831
785004,6,4,Jorhat,0.579981619
785005,6,4,Jorhat,0.556184476
785006,5,3,Jorhat,0.525133995
785007,10,8,Jorhat,1.350000532
785008,6,4,Jorhat,0.717087646
785009,8,7,Jorhat,1.170785746
785010,6,4,Jorhat,0.74059513
785013,2,1,Jorhat,0.118798413
785014,5,3,Jorhat,0.524746095
785015,8,7,Jorhat,1.006691822
785101,5,3,Jorhat,0.411551179
785104,7,6,Jorhat,0.872726371
785105,10,8,Jorhat,1.319647379
785106,8,7,Jorhat,1.115842704
785107,3,2,Jorhat,0.254837517
785108,3,2,Jorhat,0.286589844
785109,6,4,Jorhat,0.781319168
785112,5,3,Jorhat,0.541805284
785601,6,4,Golaghat,0.626492029
785602,7,6,Golaghat,0.840741664
785603,6,4,Golaghat,0.778669436
785604,6,4,Golaghat,0.784961792
785610,6,4,Golaghat,0.636206222
785611,2,1,Golaghat,0.206685955
785612,6,4,Golaghat,0.627769152
785614,6,4,Golaghat,0.641723271
785616,3,2,Jorhat,0.35484211
785618,6,4,Golaghat,0.713229973
785619,6,4,Golaghat,0.814379246
785621,5,3,Golaghat,0.525618134
785622,5,3,Golaghat,0.441265989
785625,7,6,Golaghat,0.948445667
785626,5,3,Golaghat,0.421330597
785630,7,6,Jorhat,0.922385695
785631,5,3,Jorhat,0.458165017
785632,10,8,Jorhat,1.445535082
785634,6,4,Jorhat,0.695784743
785635,3,2,Jorhat,0.283355087
785636,7,6,Jorhat,0.938333078
785640,6,4,Sibsagar,0.565374705
785661,10,8,Sibsagar,1.398712055
785662,5,3,Sibsagar,0.453415308
785663,10,8,Sibsagar,1.388411997
785664,6,4,Sibsagar,0.766776594
785665,2,1,Sibsagar,0.072272111
785666,6,4,Sibsagar,0.798472746
785667,2,1,Sibsagar,0.137093263
785669,3,2,Sibsagar,0.289201051
785670,6,4,Sibsagar,0.660216317
785671,5,3,Sibsagar,0.505413888
785672,2,1,Sibsagar,0.1531473
785673,6,4,Sibsagar,0.830813484
785674,3,2,Sibsagar,0.378060533
785675,5,3,Dibrugarh,0.517177202
785676,6,4,Dibrugarh,0.774060267
785680,6,4,Sibsagar,0.618008255
785682,3,2,Sibsagar,0.355550118
785683,3,2,Sibsagar,0.294515827
785684,5,3,Sibsagar,0.41908634
785685,6,4,Sibsagar,0.606184258
785686,5,3,Sibsagar,0.458204965
785687,5,3,Sibsagar,0.527489852
785688,5,3,Sibsagar,0.456205197
785689,3,2,Sibsagar,0.269779302
785690,7,6,Sibsagar,0.951767327
785691,6,4,Sibsagar,0.561829947
785692,2,1,Sibsagar,0.217249601
785693,6,4,Sibsagar,0.593952814
785696,5,3,Sibsagar,0.46617704
785697,6,4,Sibsagar,0.808623461
785699,3,2,Golaghat,0.253468382
785700,8,7,Jorhat,1.087051904
785701,5,3,Sibsagar,0.469344474
785702,3,2,Golaghat,0.310266457
785704,3,2,Jorhat,0.281485694
785705,5,3,Sibsagar,0.524298886
786001,7,6,Dibrugarh,0.903592232
786002,2,1,Dibrugarh,0.210219014
786003,7,6,Dibrugarh,0.86148494
786004,5,3,Dibrugarh,0.414663526
786005,2,1,Dibrugarh,0.163710517
786006,2,1,Dibrugarh,0
786007,6,4,Dibrugarh,0.659448298
786008,3,2,Dibrugarh,0.259660382
786010,6,4,Dibrugarh,0.60243137
786012,6,4,Dibrugarh,0.560565526
786101,7,6,Dibrugarh,0.8881069
786102,15,9,Dibrugarh,1.622606134
786103,10,8,Dibrugarh,1.373546179
786110,3,2,Dhemaji,0.365376779
786125,8,7,Tinsukia,1.038525245
786126,7,6,Tinsukia,0.902907903
786151,8,7,Tinsukia,1.025702913
786152,7,6,Tinsukia,0.881093312
786153,8,7,Tinsukia,1.135777217
786154,15,9,Tinsukia,1.994476971
786156,6,4,Tinsukia,0.66651524
786157,7,6,Tinsukia,0.91623489
786158,5,3,Tinsukia,0.441463754
786160,10,8,Tinsukia,1.469190362
786170,10,8,Tinsukia,1.452956354
786171,5,3,Tinsukia,0.466616279
786180,6,4,Tinsukia,0.775046679
786181,8,7,Tinsukia,1.159745373
786182,7,6,Tinsukia,0.921943634
786183,10,8,Tinsukia,1.194284419
786184,6,4,Dibrugarh,0.681430431
786189,3,2,Tinsukia,0.380340348
786191,5,3,Dibrugarh,0.402114964
786192,6,4,Tinsukia,0.744969893
786601,5,3,Tinsukia,0.46920919
786602,3,2,Dibrugarh,0.359071452
786610,10,8,Dibrugarh,1.346173657
786611,6,4,Dibrugarh,0.574670974
786612,10,8,Dibrugarh,1.388539566
786613,5,3,Dibrugarh,0.48189145
786622,2,1,Dibrugarh,0.052027525
786623,20,10,Dibrugarh,2.998997291
786629,6,4,Tirap,0.728676675
786630,3,2,Tirap,0.392450036
787001,15,9,Lakhimpur,2.091011958
787023,8,7,Lakhimpur,1.139788614
787026,10,8,Dhemaji,1.373009224
787031,8,7,Lakhimpur,1.052069055
787032,8,7,Lakhimpur,1.118582874
787033,6,4,Lakhimpur,0.757020503
787034,15,9,Dhemaji,1.679697688
787035,20,10,Dhemaji,2.25583845
787051,15,9,Lakhimpur,1.729622178
787052,7,6,Lakhimpur,0.918423459
787053,20,10,Lakhimpur,5.51227437
787054,15,9,Lakhimpur,1.81886356
787055,15,9,Lakhimpur,2.013124782
787056,20,10,Lakhimpur,2.192409899
787057,6,4,Dhemaji,0.747646751
787058,3,2,Dhemaji,0.233519112
787059,5,3,Dhemaji,0.429642547
787060,6,4,Dhemaji,0.62831025
787061,3,2,Dhemaji,0.358993041
787110,2,1,Dhemaji,0.086360186
788001,6,4,Cachar,0.796672778
788002,8,7,Cachar,1.02571086
788003,5,3,Cachar,0.50392907
788004,15,9,Cachar,1.665410806
788005,8,7,Cachar,1.001845505
788006,6,4,Cachar,0.813445216
788007,3,2,Cachar,0.380625501
788008,6,4,Cachar,0.550940121
788009,5,3,Cachar,0.532921818
788010,8,7,Cachar,1.138908063
788011,5,3,Cachar,0.543662889
788013,15,9,Cachar,1.667588019
788014,6,4,Cachar,0.742627022
788015,6,4,Cachar,0.68301199
788025,6,4,Cachar,0.777634286
788026,3,2,Cachar,0.392809164
788030,7,6,Cachar,0.859206611
788098,6,4,Cachar,0.567496758
788099,5,3,Cachar,0.4249589
788101,7,6,Cachar,0.844017711
788103,6,4,Cachar,0.577992245
788106,8,7,Cachar,1.183713669
788107,15,9,Cachar,1.908037648
788109,7,6,Cachar,0.858676427
788110,3,2,Cachar,0.302538666
788114,3,2,Cachar,0.285194796
788115,3,2,Cachar,0.302564018
788116,15,9,Cachar,1.648890698
788119,8,7,Cachar,1.13135104
788120,10,8,Cachar,1.484850222
788121,3,2,Cachar,0.316391443
788123,7,6,Cachar,0.932785711
788126,3,2,Cachar,0.376175459
788127,15,9,Cachar,1.700584312
788150,15,9,Hailakandi,1.846763562
788151,10,8,Cachar,1.272665796
788152,7,6,Hailakandi,0.934974652
788155,7,6,Hailakandi,0.973957331
788161,15,9,Hailakandi,1.889537583
788163,8,7,Hailakandi,1.114264161
788164,20,10,Hailakandi,2.380205097
788166,8,7,Karimganj,1.077837577
788168,3,2,Hailakandi,0.380119484
788701,8,7,Karimganj,1.008413214
788709,10,8,Karimganj,1.33758343
788710,15,9,Karimganj,1.570722425
788711,15,9,Karimganj,1.56038785
788712,7,6,Karimganj,0.913762979
788720,20,10,Karimganj,2.228839944
788722,10,8,Karimganj,1.475939699
788723,10,8,Karimganj,1.232781442
788724,10,8,Karimganj,1.242109766
788725,15,9,Karimganj,1.916348265
788736,10,8,Hailakandi,1.23934562
788801,20,10,Hailakandi,2.303761976
788802,20,10,Hailakandi,12.08078388
788803,15,9,Karimganj,1.553085085
788805,20,10,Cachar,2.899841148
788806,20,10,Karimganj,3.082246657
788814,5,3,Karimganj,0.500450803
788815,6,4,Cachar,0.583531606
788817,5,3,Cachar,0.415106135
788819,6,4,North Cachar Hills,0.788058246
788830,10,8,North Cachar Hills,1.237856648
788831,10,8,North Cachar Hills,1.255438724
788931,20,10,North Cachar Hills,2.647697777
790001,5,3,West Kameng,0.438906033
790002,5,3,West Kameng,0.543069409
790003,2,1,West Kameng,0.214046645
790101,7,6,West Kameng,0.843505794
790102,20,10,East Kameng,2.500654333
790103,15,9,East Kameng,2.135456112
790104,3,2,Tawang,0.388614852
790105,2,1,Tawang,0.191025074
790114,2,1,West Kameng,0.138995314
790116,6,4,West Kameng,0.632458172
791001,5,3,West Siang,0.497621617
791002,5,3,Upper Siang,0.53950502
791101,5,3,West Siang,0.509230651
791102,3,2,East Siang,0.318365285
791105,2,1,Upper Siang,0.014738935
791109,5,3,Papum Pare,0.515112687
791110,6,4,Papum Pare,0.767557115
791111,6,4,Papum Pare,0.72493161
791112,10,8,Papum Pare,1.458241681
791113,6,4,Papum Pare,0.676898613
791118,8,7,Kurung Kumey,1.146800461
791119,10,8,Lower Subansiri,1.315736211
791120,8,7,Lower Subansiri,1.058305461
791121,6,4,Papum Pare,0.661937997
791122,5,3,Upper Subansiri,0.483357169
791123,7,6,Papum Pare,0.938492271
791125,3,2,West Siang,0.249147563
792001,3,2,Lohit,0.328076943
792056,10,8,Changlang,1.499834655
792101,6,4,Dibang Valley,0.653808088
792102,7,6,Lohit,0.855380484
792103,15,9,Lohit,1.636574844
792104,8,7,Papum Pare,1.125711208
792105,6,4,Lohit,0.728476146
792110,6,4,Lower Dibang Valley,0.708580563
792120,6,4,Changlang,0.834422688
792121,2,1,Changlang,0.148495663
792122,6,4,Changlang,0.612078723
792129,6,4,Tirap,0.55569913
792130,5,3,Tirap,0.511765567
792131,15,9,Tirap,1.630292585
793001,6,4,East Khasi Hills,0.570020574
793002,5,3,East Khasi Hills,0.451371414
793003,3,2,East Khasi Hills,0.378485276
793004,5,3,East Khasi Hills,0.439043668
793005,5,3,East Khasi Hills,0.432552854
793006,3,2,East Khasi Hills,0.265967819
793007,3,2,East Khasi Hills,0.255364466
793008,3,2,East Khasi Hills,0.316519551
793009,5,3,East Khasi Hills,0.499694249
793010,2,1,East Khasi Hills,0.139907703
793011,2,1,East Khasi Hills,0.194662074
793012,3,2,East Khasi Hills,0.348658435
793014,6,4,East Khasi Hills,0.676713754
793015,2,1,East Khasi Hills,0.100015779
793016,6,4,East Khasi Hills,0.804447078
793017,5,3,East Khasi Hills,0.463253343
793019,2,1,East Khasi Hills,0.054093966
793021,3,2,East Khasi Hills,0.388791409
793022,5,3,East Khasi Hills,0.53984748
793101,3,2,Ri Bhoi,0.266161569
793102,6,4,Ri Bhoi,0.785150576
793103,5,3,Ri Bhoi,0.512810233
793105,3,2,Ri Bhoi,0.366533518
793106,10,8,East Khasi Hills,1.223605757
793108,10,8,East Khasi Hills,1.310681428
793109,8,7,Jaintia Hills,1.143966171
793110,15,9,East Khasi Hills,1.736610731
793111,5,3,East Khasi Hills,0.547598836
793113,15,9,East Khasi Hills,1.986543149
793114,2,1,West Khasi Hills,0.170963275
793119,3,2,West Khasi Hills,0.390612554
793120,3,2,West Khasi Hills,0.261979522
793121,6,4,East Khasi Hills,0.748024758
793123,5,3,Ri Bhoi,0.44551307
793150,6,4,Jaintia Hills,0.59709112
793200,8,7,Jaintia Hills,1.019179429
794001,6,4,West Garo Hills,0.619139002
794002,8,7,West Garo Hills,1.045671384
794005,6,4,West Garo Hills,0.751859824
794101,3,2,West Garo Hills,0.394042429
794102,15,9,South Garo Hills,1.944875837
794103,8,7,West Garo Hills,1.147250312
794104,8,7,West Garo Hills,1.04376991
794105,8,7,West Garo Hills,1.001444502
794106,5,3,West Garo Hills,0.509789119
794108,3,2,East Garo Hills,0.247167743
794109,5,3,West Garo Hills,0.547821654
794110,8,7,East Garo Hills,1.01443327
794111,6,4,East Garo Hills,0.788820667
794112,6,4,West Garo Hills,0.617506818
794115,6,4,West Garo Hills,0.567958008
795001,8,7,Imphal West,1.018766364
795002,5,3,Imphal West,0.513863581
795003,6,4,Imphal West,0.666076158
795004,6,4,Imphal West,0.631798758
795005,6,4,Imphal East,0.687762943
795007,5,3,Senapati,0.514847837
795008,6,4,Imphal East,0.812403536
795009,6,4,Imphal West,0.551459156
795010,6,4,Imphal East,0.730429315
795015,8,7,Senapati,1.060999743
795101,6,4,Thoubal,0.778990364
795102,7,6,Chandel,0.90721559
795103,6,4,Thoubal,0.75532798
795104,6,4,Senapati,0.761678889
795105,15,9,Senapati,1.51545214
795106,15,9,Senapati,1.740107145
795107,7,6,Senapati,0.840854476
795113,5,3,Imphal West,0.459395213
795114,3,2,Imphal East,0.385390851
795118,8,7,Senapati,1.116303662
795122,7,6,Senapati,0.853291295
795123,8,7,Bishnupur,1.034399247
795124,6,4,Bishnupur,0.573993284
795126,20,10,Bishnupur,5.64380747
795127,5,3,Chandel,0.472978315
795128,5,3,Churachandpur,0.538138897
795129,20,10,Senapati,2.389003615
795130,7,6,Thoubal,0.932431653
795131,3,2,Chandel,0.3614756
795132,15,9,Imphal West,1.545589455
795133,20,10,Bishnupur,2.488597655
795134,20,10,Bishnupur,2.826870055
795135,3,2,Thoubal,0.264568068
795136,6,4,Imphal West,0.630764049
795138,8,7,Thoubal,1.123095375
795140,6,4,Imphal West,0.811349061
795142,7,6,Ukhrul,0.909368836
795145,8,7,Ukhrul,1.139833792
795146,7,6,Imphal West,0.85450723
795148,7,6,Thoubal,0.88824994
795149,7,6,Thoubal,0.926609909
795150,10,8,Senapati,1.214422401
796001,3,2,Aizawl,0.383464577
796005,6,4,Aizawl,0.595583506
796007,6,4,Aizawl,0.620475588
796008,2,1,Aizawl,0
796009,3,2,Aizawl,0.244649948
796012,2,1,Aizawl,0.169560168
796014,3,2,Aizawl,0.385685613
796017,3,2,Aizawl,0.301030915
796025,2,1,Aizawl,0.170202607
796036,6,4,Aizawl,0.549161868
796081,2,1,Kolasib,0.121244073
796101,10,8,Kolasib,1.215799397
796111,2,1,Aizawl,0
796161,2,1,Aizawl,0.021382077
796181,5,3,Serchhip,0.41724062
796261,2,1,Aizawl,0.195126978
796310,2,1,Champhai,0.137725426
796321,6,4,Champhai,0.635361212
796441,6,4,Mammit,0.602462493
796471,3,2,Aizawl,0.378034255
796571,3,2,Lunglei,0.256207237
796701,5,3,Lunglei,0.445823816
796751,6,4,Lunglei,0.604488234
796891,15,9,Lawngtlai,1.639606455
796901,8,7,Saiha,0.990834664
797001,5,3,Kohima,0.399367559
797002,3,2,Kohima,0.275928081
797004,3,2,Kohima,0.262799832
797005,3,2,Kohima,0.313772428
797100,3,2,Wokha,0.33358933
797101,10,8,Peren,1.218988142
797102,3,2,Phek,0.245753906
797103,6,4,Dimapur,0.638336258
797104,3,2,Phek,0.331323521
797106,3,2,Dimapur,0.346985196
797107,2,1,Phek,0.112865104
797108,6,4,Phek,0.740354634
797109,6,4,Kohima,0.671921649
797110,3,2,Peren,0.369442601
797111,6,4,Wokha,0.742080769
797112,6,4,Dimapur,0.60636333
797114,6,4,Phek,0.705640744
797115,3,2,Dimapur,0.356418256
797116,5,3,Dimapur,0.511959741
797125,5,3,Kohima,0.545354523
798601,3,2,Mokokchung,0.380861254
798602,2,1,Mon,0.203343535
798603,5,3,Mon,0.465865417
798604,2,1,Mokokchung,0.127063901
798611,10,8,Kiphire,1.315152136
798612,6,4,Tuensang,0.800438724
798613,8,7,Mokokchung,1.16693943
