Pincodes,location_risk_weight,location_band,District/City, GEO_Portfolio_PL_Index 
110001,7,6,Delhi,0.917285717
110002,6,4,Delhi,0.81335371
110003,6,4,Delhi,0.73058205
110004,5,3,Delhi,0.406975934
110005,10,8,Delhi,1.271815566
110006,8,7,Delhi,1.152984675
110007,8,7,Delhi,1.016076584
110008,6,4,Delhi,0.80531056
110009,7,6,Delhi,0.931995703
110010,5,3,Delhi,0.474959602
110011,6,4,Delhi,0.579557716
110012,8,7,Delhi,1.005481564
110013,10,8,Delhi,1.333049678
110014,10,8,Delhi,1.389393327
110015,10,8,Delhi,1.314705052
110016,8,7,Delhi,1.164562326
110017,8,7,Delhi,1.031740712
110018,8,7,Delhi,1.080599045
110019,7,6,Delhi,0.954825167
110020,10,8,Delhi,1.297540116
110021,6,4,Delhi,0.751827843
110022,7,6,Delhi,0.927792817
110023,7,6,Delhi,0.892350382
110024,7,6,Delhi,0.850589822
110025,10,8,Delhi,1.319498731
110026,6,4,Delhi,0.833294127
110027,7,6,Delhi,0.860382464
110028,8,7,Delhi,1.044231084
110029,10,8,Delhi,1.334474188
110030,7,6,Delhi,0.92813718
110031,8,7,Delhi,1.163463926
110032,7,6,Delhi,0.907306867
110033,10,8,Delhi,1.257749311
110034,7,6,Delhi,0.919575922
110035,8,7,Delhi,1.138855997
110036,6,4,Delhi,0.790738086
110037,8,7,Delhi,1.073438448
110038,7,6,Delhi,0.969095157
110039,6,4,Delhi,0.58114013
110040,7,6,Delhi,0.950807722
110041,8,7,Delhi,1.169746334
110042,7,6,Delhi,0.907003341
110043,6,4,Delhi,0.625756308
110044,7,6,Delhi,0.91351236
110045,6,4,Delhi,0.818055738
110046,7,6,Delhi,0.87342788
110047,7,6,Delhi,0.949808667
110048,8,7,Delhi,1.009325797
110049,8,7,Delhi,1.064493729
110051,8,7,Delhi,1.000370574
110052,7,6,Delhi,0.843265125
110053,7,6,Delhi,0.965063907
110054,7,6,Delhi,0.914414186
110055,8,7,Delhi,1.089557743
110056,3,2,Delhi,0.32141983
110057,5,3,Delhi,0.53200675
110058,7,6,Delhi,0.891856861
110059,8,7,Delhi,0.990432868
110060,6,4,Delhi,0.670138118
110061,6,4,Delhi,0.565892715
110062,8,7,Delhi,1.001179496
110063,6,4,Delhi,0.62352907
110064,7,6,Delhi,0.840294209
110065,6,4,Delhi,0.737983794
110066,8,7,Delhi,1.070031487
110067,8,7,Delhi,1.090053533
110068,6,4,Delhi,0.608749023
110069,6,4,Delhi,0.706755865
110070,6,4,Delhi,0.715391674
110071,5,3,Delhi,0.531374155
110072,6,4,Delhi,0.602001664
110073,5,3,Delhi,0.508971139
110074,8,7,Delhi,1.177616986
110075,6,4,Delhi,0.640366224
110076,8,7,Delhi,1.010902902
110077,7,6,Delhi,0.902112173
110078,5,3,Delhi,0.444813886
110080,6,4,Delhi,0.737216336
110081,7,6,Delhi,0.941016737
110082,7,6,Delhi,0.971753116
110083,7,6,Delhi,0.944624989
110084,6,4,Delhi,0.663703974
110085,8,7,Delhi,1.056675066
110086,7,6,Delhi,0.84488429
110087,6,4,Delhi,0.603672375
110088,7,6,Delhi,0.909790555
110089,6,4,Delhi,0.557611877
110091,7,6,Delhi,0.88363997
110092,7,6,Delhi,0.888920702
110093,10,8,Delhi,1.250949643
110094,7,6,Delhi,0.88012207
110095,8,7,Delhi,1.061380105
110096,6,4,Delhi,0.816179277
121001,8,7,Faridabad,1.130666064
121002,8,7,Faridabad,1.137043575
121003,8,7,Faridabad,1.149167516
121004,8,7,Faridabad,1.013320931
121005,7,6,Faridabad,0.839228048
121006,7,6,Faridabad,0.961251425
121007,6,4,Faridabad,0.715102394
121008,7,6,Faridabad,0.848908347
121009,6,4,Faridabad,0.779496111
121010,10,8,Faridabad,1.256392421
121013,8,7,Faridabad,1.074517214
121101,8,7,Faridabad,1.12921002
121102,6,4,Faridabad,0.744531956
121103,8,7,Faridabad,1.085448522
121105,3,2,Faridabad,0.366499607
121106,8,7,Faridabad,1.051653423
121107,3,2,Faridabad,0.302434382
122001,6,4,Gurgaon,0.766808897
122002,6,4,Gurgaon,0.748481455
122003,6,4,Gurgaon,0.624267442
122004,6,4,Gurgaon,0.638456617
122005,10,8,Gurgaon,1.371685084
122006,7,6,Gurgaon,0.868683581
122007,8,7,Gurgaon,1.020045079
122009,5,3,Gurgaon,0.444346688
122010,7,6,Gurgaon,0.934353603
122011,5,3,Gurgaon,0.500042171
122015,3,2,Gurgaon,0.292799818
122016,3,2,Gurgaon,0.344342208
122017,6,4,Gurgaon,0.804632256
122018,5,3,Gurgaon,0.491123646
122050,6,4,Gurgaon,0.585770051
122051,5,3,Gurgaon,0.400858969
122052,2,1,Gurgaon,0.146467724
122101,3,2,Gurgaon,0.358801593
122102,5,3,Gurgaon,0.530985244
122103,3,2,Gurgaon,0.367936951
122104,5,3,Gurgaon,0.514376005
122105,2,1,Gurgaon,0.133580411
122106,5,3,Rewari,0.434265023
122107,7,6,Gurgaon,0.858309782
122108,6,4,Gurgaon,0.691891827
122413,2,1,Gurgaon,0.206995645
122414,3,2,Gurgaon,0.38986544
122502,3,2,Gurgaon,0.378428659
122503,10,8,Gurgaon,1.302158005
122504,5,3,Gurgaon,0.420589567
122505,3,2,Gurgaon,0.388068003
122506,5,3,Gurgaon,0.504942892
122508,6,4,Gurgaon,0.801764035
123001,5,3,Mahendragarh,0.412578545
123021,3,2,Rewari,0.290403033
123023,3,2,Mahendragarh,0.349681238
123024,3,2,Mahendragarh,0.287864529
123027,5,3,Mahendragarh,0.522029292
123028,5,3,Mahendragarh,0.473192088
123029,3,2,Mahendragarh,0.391389111
123034,6,4,Mahendragarh,0.595210706
123035,2,1,Rewari,0.18162591
123101,3,2,Rewari,0.295169988
123102,2,1,Rewari,0.060916355
123103,3,2,Rewari,0.25228046
123106,5,3,Rewari,0.459660819
123110,5,3,Rewari,0.498996039
123301,2,1,Rewari,0.060226964
123302,3,2,Rewari,0.341028111
123303,3,2,Mahendragarh,0.232263306
123401,5,3,Rewari,0.500234294
123411,5,3,Rewari,0.478300199
123412,2,1,Mahendragarh,0.01042656
123501,5,3,Rewari,0.46470731
123502,2,1,Gurgaon,0.083912766
124001,6,4,Rohtak,0.788479635
124002,10,8,Rohtak,1.2926004
124021,6,4,Rohtak,0.712185009
124022,2,1,Rohtak,0.024655275
124102,6,4,Jhajjar,0.565343552
124103,6,4,Jhajjar,0.629093174
124104,5,3,Jhajjar,0.541772225
124105,3,2,Jhajjar,0.267037477
124106,3,2,Jhajjar,0.273203169
124107,10,8,Jhajjar,1.362610273
124108,5,3,Jhajjar,0.537559657
124109,3,2,Jhajjar,0.377821155
124111,15,9,Rohtak,1.590837534
124112,3,2,Rohtak,0.274663595
124113,6,4,Rohtak,0.70318815
124116,20,10,Rohtak,2.477291832
124125,8,7,Rohtak,1.077308024
124142,10,8,Jhajjar,1.379843043
124146,6,4,Jhajjar,0.811268965
124201,7,6,Jhajjar,0.89696657
124202,8,7,Jhajjar,1.002380608
124303,2,1,Rohtak,0.011699087
124401,2,1,Rohtak,0.034583373
124406,6,4,Rohtak,0.683257004
124412,6,4,Rohtak,0.795075112
124501,6,4,Rohtak,0.667973731
124504,6,4,Jhajjar,0.622882281
124505,2,1,Jhajjar,0
124507,10,8,Jhajjar,1.386456794
124514,8,7,Rohtak,1.138732304
125001,8,7,Hisar,1.164918889
125004,6,4,Hisar,0.801300262
125005,10,8,Hisar,1.365011959
125006,2,1,Hisar,0.19236434
125021,7,6,Hisar,0.942235752
125033,6,4,Hisar,0.834822645
125038,3,2,Hisar,0.264926545
125039,5,3,Hisar,0.432330864
125042,2,1,Hisar,0.141697163
125044,2,1,Hisar,0.081820673
125047,8,7,Hisar,1.185868413
125048,10,8,Fatehabad,1.26609044
125049,2,1,Hisar,0.027043727
125050,15,9,Fatehabad,1.55549595
125051,8,7,Fatehabad,1.084079056
125052,10,8,Fatehabad,1.240055596
125053,20,10,Fatehabad,2.410339983
125055,8,7,Sirsa,0.989843093
125060,5,3,Sirsa,0.500258803
125075,8,7,Sirsa,1.132659097
125076,6,4,Sirsa,0.71302124
125077,3,2,Sirsa,0.2768659
125078,20,10,Sirsa,3.202491791
125101,3,2,Sirsa,0.392008031
125102,6,4,Sirsa,0.582327161
125103,7,6,Sirsa,0.868291959
125104,6,4,Sirsa,0.675204399
125106,3,2,Fatehabad,0.248729969
125110,7,6,Sirsa,0.980035515
125111,5,3,Fatehabad,0.435771561
125112,3,2,Hisar,0.264384533
125113,2,1,Fatehabad,0.198907611
125120,5,3,Fatehabad,0.510882367
125121,6,4,Hisar,0.788608457
125133,7,6,Fatehabad,0.866897247
125201,6,4,Sirsa,0.801360538
126101,3,2,Jind,0.363254882
126102,6,4,Jind,0.71472762
126111,2,1,Jind,0.168723507
126112,7,6,Jind,0.964379666
126113,7,6,Jind,0.881577281
126114,6,4,Jind,0.624029493
126115,3,2,Jind,0.315624658
126116,6,4,Jind,0.629085577
126125,2,1,Jind,0.038470206
126152,2,1,Jind,0
127021,7,6,Bhiwani,0.927494349
127022,8,7,Bhiwani,1.066309387
127025,3,2,Bhiwani,0.339290938
127026,5,3,Bhiwani,0.527862705
127027,8,7,Bhiwani,1.027152166
127028,3,2,Bhiwani,0.268556382
127029,7,6,Bhiwani,0.946411946
127030,3,2,Bhiwani,0.228667093
127031,6,4,Bhiwani,0.834172761
127032,5,3,Bhiwani,0.477302554
127035,15,9,Bhiwani,1.525868361
127040,2,1,Bhiwani,0.14659881
127041,2,1,Bhiwani,0.185861174
127042,5,3,Bhiwani,0.420556338
127043,2,1,Bhiwani,0.162236284
127046,3,2,Bhiwani,0.267733445
127111,6,4,Bhiwani,0.549562281
127114,3,2,Bhiwani,0.252845576
127201,3,2,Bhiwani,0.328723811
127306,5,3,Bhiwani,0.517400231
127307,3,2,Bhiwani,0.341118044
127308,10,8,Bhiwani,1.311218099
127309,3,2,Bhiwani,0.383596621
127310,5,3,Bhiwani,0.446938463
131001,15,9,Sonipat,2.127515685
131021,6,4,Sonipat,0.709760931
131023,15,9,Sonipat,2.142540898
131027,7,6,Sonipat,0.947321235
131028,10,8,Sonipat,1.356966654
131029,2,1,Sonipat,0.214153268
131039,2,1,Sonipat,0
131101,7,6,Sonipat,0.894904234
131102,2,1,Sonipat,0.030014584
131103,5,3,Sonipat,0.400071526
131301,6,4,Sonipat,0.603307453
131302,6,4,Sonipat,0.783451084
131304,6,4,Sonipat,0.751387731
131305,3,2,Sonipat,0.297950849
131306,5,3,Sonipat,0.481023623
131402,6,4,Sonipat,0.585382716
131408,3,2,Sonipat,0.334333893
131409,6,4,Sonipat,0.574900243
132001,10,8,Karnal,1.259118878
132024,2,1,Karnal,0.197458805
132036,8,7,Karnal,1.007385167
132037,20,10,Karnal,2.705361353
132039,6,4,Karnal,0.781055665
132040,2,1,Karnal,0.034802171
132041,5,3,Karnal,0.466180712
132046,3,2,Karnal,0.225505923
132054,3,2,Karnal,0.384736575
132101,7,6,Panipat,0.915793493
132103,8,7,Panipat,1.066569627
132104,2,1,Panipat,0.18238105
132105,3,2,Panipat,0.373245949
132107,5,3,Panipat,0.503135793
132113,3,2,Panipat,0.318941096
132114,10,8,Karnal,1.222090962
132116,5,3,Karnal,0.43060463
132117,8,7,Karnal,1.033397795
132140,2,1,Panipat,0.214247105
132157,5,3,Karnal,0.522239224
133001,6,4,Ambala,0.789245796
133004,3,2,Ambala,0.375672703
133005,6,4,Ambala,0.782629874
133102,6,4,Ambala,0.726849228
133103,8,7,Yamuna Nagar,1.097240994
133104,5,3,Ambala,0.533181235
133201,6,4,Ambala,0.631852928
133202,2,1,Ambala,0.108601871
133203,8,7,Ambala,1.117164271
133204,6,4,Yamuna Nagar,0.557497639
133205,2,1,Ambala,0.199731406
133206,5,3,Yamuna Nagar,0.472153581
133301,2,1,Panchkula,0
133302,7,6,Panchkula,0.924178932
134002,6,4,Panchkula,0.596440415
134003,7,6,Ambala,0.97072652
134007,7,6,Ambala,0.90590853
134101,8,7,Panchkula,1.035296063
134102,7,6,Panchkula,0.887058598
134103,2,1,Panchkula,0.142675786
134107,3,2,Panchkula,0.315064501
134108,10,8,Panchkula,1.279041863
134109,8,7,Panchkula,1.091437196
134112,7,6,Panchkula,0.852472986
134113,20,10,Panchkula,2.318704754
134116,5,3,Panchkula,0.43334354
134118,7,6,Panchkula,0.838169412
134201,10,8,Ambala,1.246013631
134202,8,7,Panchkula,1.062499828
134203,5,3,Ambala,0.466570153
134204,20,10,Panchkula,3.602458136
135001,6,4,Yamuna Nagar,0.792933347
135002,6,4,Yamuna Nagar,0.590729682
135003,6,4,Yamuna Nagar,0.643436189
135101,6,4,Yamuna Nagar,0.787576732
135102,8,7,Yamuna Nagar,1.175710813
135103,2,1,Yamuna Nagar,0.218865427
135133,15,9,Yamuna Nagar,1.596221294
136020,3,2,Kaithal,0.271446648
136021,3,2,Kaithal,0.37697034
136026,7,6,Kaithal,0.853824801
136027,6,4,Kaithal,0.763728573
136033,6,4,Kaithal,0.63318674
136034,6,4,Kaithal,0.688217472
136035,20,10,Kaithal,2.226458683
136042,10,8,Kaithal,1.2323534
136043,10,8,Kaithal,1.313036984
136044,10,8,Kaithal,1.370744061
136117,7,6,Kaithal,0.861716518
136118,6,4,Kurukshetra,0.715404178
136119,7,6,Kurukshetra,0.913428881
136128,7,6,Kurukshetra,0.924966213
136129,6,4,Kurukshetra,0.569077071
136130,5,3,Kurukshetra,0.472471028
136131,6,4,Kurukshetra,0.691616557
136132,6,4,Kurukshetra,0.590387673
136135,8,7,Kurukshetra,1.027244166
136136,15,9,Kurukshetra,1.928481553
136156,2,1,Kurukshetra,0.161994756
140001,6,4,Rupnagar,0.834252096
140101,8,7,Rupnagar,1.118916995
140102,5,3,Rupnagar,0.535365075
140103,5,3,Mohali,0.529293491
140108,6,4,Rupnagar,0.66177294
140110,3,2,Mohali,0.298087281
140111,8,7,Rupnagar,1.015259958
140112,8,7,Mohali,1.088064975
140113,10,8,Rupnagar,1.306994483
140117,3,2,Rupnagar,0.254640982
140118,5,3,Rupnagar,0.458458381
140119,5,3,Chandigarh,0.512791341
140123,15,9,Rupnagar,1.723053875
140124,10,8,Rupnagar,1.451342202
140125,3,2,Chandigarh,0.326401332
140126,2,1,Rupnagar,0.21498593
140201,6,4,Patiala,0.586830451
140301,8,7,Mohali,1.053647355
140306,3,2,Rupnagar,0.383755007
140307,15,9,Rupnagar,1.952127299
140308,10,8,Rupnagar,1.502460084
140401,7,6,Patiala,0.926066823
140406,6,4,Fatehgarh Sahib,0.65985747
140407,3,2,Fatehgarh Sahib,0.379690794
140412,5,3,Fatehgarh Sahib,0.413000356
140413,3,2,Rupnagar,0.346260414
140417,3,2,Patiala,0.339353607
140501,15,9,Mohali,1.601719927
140506,8,7,Patiala,1.046770873
140507,8,7,Mohali,0.987698937
140601,7,6,Patiala,0.860813537
140602,8,7,Patiala,1.079036416
140603,15,9,Patiala,1.717819751
140604,5,3,Mohali,0.540291888
140701,2,1,Patiala,0.186998963
140702,5,3,Patiala,0.493351126
140802,6,4,Fatehgarh Sahib,0.762827791
140901,5,3,Mohali,0.48147379
141001,15,9,Ludhiana,1.72020162
141002,10,8,Ludhiana,1.235644824
141003,15,9,Ludhiana,1.818537306
141004,10,8,Ludhiana,1.188951289
141005,7,6,Ludhiana,0.919028654
141006,7,6,Ludhiana,0.853111942
141007,15,9,Ludhiana,1.854316376
141008,7,6,Ludhiana,0.848538441
141010,10,8,Ludhiana,1.360328426
141012,10,8,Ludhiana,1.244233053
141013,10,8,Ludhiana,1.196347516
141014,15,9,Ludhiana,1.567961136
141015,6,4,Ludhiana,0.818082129
141016,7,6,Ludhiana,0.913269975
141101,8,7,Ludhiana,1.055806013
141102,15,9,Ludhiana,1.903486311
141104,8,7,Ludhiana,1.029479196
141105,6,4,Ludhiana,0.703232246
141106,7,6,Ludhiana,0.979955314
141107,15,9,Ludhiana,1.891176518
141108,20,10,Ludhiana,2.553337104
141109,6,4,Ludhiana,0.646995534
141110,15,9,Ludhiana,1.896431139
141112,8,7,Ludhiana,1.116261769
141113,2,1,Ludhiana,0.217532744
141114,6,4,Ludhiana,0.60539996
141115,20,10,Ludhiana,2.532609871
141116,6,4,Ludhiana,0.675227106
141117,20,10,Ludhiana,2.362105505
141118,7,6,Ludhiana,0.905029272
141119,2,1,Ludhiana,0.095875242
141120,20,10,Ludhiana,3.002455262
141123,5,3,Ludhiana,0.539718186
141126,15,9,Ludhiana,2.096366396
141201,6,4,Ludhiana,0.685445766
141202,15,9,Ludhiana,2.033006445
141204,15,9,Ludhiana,1.895595669
141206,7,6,Ludhiana,0.954568793
141401,10,8,Ludhiana,1.362556081
141411,8,7,Fatehgarh Sahib,1.032375586
141412,3,2,Ludhiana,0.341386447
141414,20,10,Ludhiana,2.238452258
141415,3,2,Ludhiana,0.347640566
141416,15,9,Ludhiana,1.535116392
141421,7,6,Ludhiana,0.92615362
141801,20,10,Fatehgarh Sahib,2.660591184
142001,8,7,Moga,1.172789604
142011,8,7,Moga,1.1075133
142021,6,4,Ludhiana,0.711456374
142022,20,10,Ludhiana,2.601544671
142023,7,6,Ludhiana,0.934856549
142025,5,3,Ludhiana,0.441768425
142026,5,3,Ludhiana,0.519491729
142027,2,1,Ludhiana,0.061856288
142029,20,10,Ludhiana,2.865903148
142032,15,9,Ludhiana,1.562553838
142033,8,7,Ludhiana,1.014483893
142035,15,9,Ludhiana,2.00559608
142036,7,6,Ludhiana,0.906017201
142037,10,8,Moga,1.4470449
142038,15,9,Moga,1.653784638
142039,8,7,Moga,1.133336427
142040,5,3,Moga,0.477759289
142041,2,1,Firozpur,0.037689317
142042,10,8,Moga,1.308113064
142043,6,4,Moga,0.710158355
142044,8,7,Firozpur,1.059965546
142047,10,8,Firozpur,1.417433871
142048,15,9,Moga,1.51021583
142049,6,4,Moga,0.735679186
142050,6,4,Firozpur,0.705534524
142052,5,3,Firozpur,0.427054315
142053,7,6,Moga,0.849070282
142055,15,9,Moga,1.839283737
142056,2,1,Moga,0.028210486
142057,7,6,Moga,0.843084618
142060,3,2,Firozpur,0.267304604
143001,10,8,Amritsar,1.247712281
143002,15,9,Amritsar,1.906839855
143006,10,8,Amritsar,1.353174357
143008,15,9,Amritsar,2.012955225
143101,3,2,Amritsar,0.230574976
143102,3,2,Amritsar,0.366329222
143103,6,4,Amritsar,0.588697634
143105,6,4,Amritsar,0.713190015
143106,6,4,Amritsar,0.729854136
143107,2,1,Amritsar,0.057256932
143108,6,4,Amritsar,0.588601595
143109,10,8,Amritsar,1.298161456
143111,15,9,Amritsar,1.816489747
143112,6,4,Amritsar,0.629888713
143113,3,2,Amritsar,0.364116015
143114,5,3,Amritsar,0.525780278
143115,6,4,Amritsar,0.666468805
143116,6,4,Amritsar,0.826893784
143117,3,2,Amritsar,0.264236487
143149,6,4,Amritsar,0.785215841
143201,5,3,Amritsar,0.51551188
143202,8,7,Amritsar,1.097138479
143203,3,2,Amritsar,0.340205579
143204,2,1,Amritsar,0
143205,20,10,Amritsar,2.727767431
143301,3,2,Amritsar,0.361637412
143302,6,4,Amritsar,0.775897926
143303,5,3,Amritsar,0.448830803
143304,6,4,Amritsar,0.557464176
143305,7,6,Amritsar,0.962254135
143401,7,6,Tarn Taran,0.877384377
143406,6,4,Amritsar,0.626917556
143407,3,2,Amritsar,0.248791149
143408,3,2,Tarn Taran,0.302579897
143409,2,1,Amritsar,0.100134131
143410,15,9,Amritsar,2.142804956
143411,6,4,Amritsar,0.635947215
143412,20,10,Tarn Taran,2.368526755
143415,5,3,Tarn Taran,0.400315712
143416,7,6,Tarn Taran,0.904706347
143419,5,3,Tarn Taran,0.446415093
143422,15,9,Tarn Taran,1.62229421
143501,8,7,Amritsar,1.044600458
143502,3,2,Amritsar,0.272689199
143504,2,1,Amritsar,0.026305561
143505,6,4,Gurdaspur,0.679971552
143506,3,2,Gurdaspur,0.314318858
143507,7,6,Gurdaspur,0.844789137
143511,15,9,Gurdaspur,1.788641212
143512,7,6,Gurdaspur,0.835723616
143513,15,9,Gurdaspur,1.776412248
143514,7,6,Gurdaspur,0.863621492
143515,8,7,Gurdaspur,1.081575568
143516,3,2,Gurdaspur,0.353433311
143517,2,1,Gurdaspur,0.043588035
143518,15,9,Gurdaspur,1.519559423
143519,6,4,Gurdaspur,0.81945661
143520,6,4,Gurdaspur,0.668841569
143521,8,7,Gurdaspur,1.080040112
143525,3,2,Gurdaspur,0.271368382
143526,3,2,Gurdaspur,0.315630853
143527,7,6,Gurdaspur,0.861542313
143528,5,3,Gurdaspur,0.531423037
143529,2,1,Gurdaspur,0.20279989
143530,5,3,Gurdaspur,0.506157968
143531,6,4,Gurdaspur,0.55444182
143532,2,1,Gurdaspur,0.153525442
143533,5,3,Gurdaspur,0.418348419
143534,6,4,Gurdaspur,0.653624961
143601,6,4,Amritsar,0.730098933
143602,5,3,Gurdaspur,0.507932334
143603,6,4,Amritsar,0.806274432
143604,7,6,Gurdaspur,0.940128105
143605,3,2,Gurdaspur,0.393033829
143606,2,1,Amritsar,0.183311262
144001,15,9,Jalandhar,1.739517298
144002,6,4,Jalandhar,0.760798262
144003,7,6,Jalandhar,0.872343644
144004,8,7,Jalandhar,1.075554228
144005,6,4,Jalandhar,0.619472104
144006,6,4,Jalandhar,0.569224496
144007,5,3,Jalandhar,0.538285481
144008,7,6,Jalandhar,0.893982648
144009,8,7,Jalandhar,1.100497239
144012,20,10,Jalandhar,2.216624157
144013,3,2,Jalandhar,0.357492659
144021,6,4,Jalandhar,0.598383746
144022,8,7,Jalandhar,1.183934743
144023,10,8,Jalandhar,1.317366891
144024,6,4,Jalandhar,0.709687996
144025,2,1,Jalandhar,0.194216723
144026,6,4,Jalandhar,0.800561839
144027,6,4,Jalandhar,0.677305765
144033,20,10,Jalandhar,2.546143547
144039,8,7,Jalandhar,1.040184498
144040,15,9,Jalandhar,1.854520987
144041,6,4,Jalandhar,0.656695416
144101,6,4,Jalandhar,0.583461019
144102,10,8,Jalandhar,1.430153336
144103,6,4,Jalandhar,0.642869776
144104,6,4,Jalandhar,0.641055312
144105,6,4,Hoshiarpur,0.581180327
144106,15,9,Jalandhar,1.755316562
144201,6,4,Jalandhar,0.560934027
144202,2,1,Hoshiarpur,0.016837834
144203,5,3,Hoshiarpur,0.409375574
144204,3,2,Hoshiarpur,0.368652516
144205,3,2,Hoshiarpur,0.301720615
144207,2,1,Hoshiarpur,0.111923028
144208,6,4,Hoshiarpur,0.607346635
144209,3,2,Hoshiarpur,0.38058369
144210,3,2,Hoshiarpur,0.313402132
144211,3,2,Hoshiarpur,0.390104889
144212,2,1,Hoshiarpur,0.19991641
144214,2,1,Hoshiarpur,0.02042015
144216,6,4,Hoshiarpur,0.578942106
144221,2,1,Hoshiarpur,0.021004649
144222,3,2,Hoshiarpur,0.245479586
144223,2,1,Hoshiarpur,0.208266318
144224,2,1,Hoshiarpur,0.028856069
144301,8,7,Jalandhar,0.984171921
144305,5,3,Hoshiarpur,0.503757112
144306,6,4,Hoshiarpur,0.656704932
144401,8,7,Kapurthala,0.988588742
144402,6,4,Kapurthala,0.696376045
144404,3,2,Hoshiarpur,0.223234917
144407,2,1,Jalandhar,0.045710543
144409,5,3,Jalandhar,0.433190044
144410,8,7,Jalandhar,1.175943095
144503,15,9,Nawanshahr,1.776556457
144505,8,7,Nawanshahr,1.11805738
144514,10,8,Nawanshahr,1.321765288
144515,2,1,Nawanshahr,0.023365423
144517,15,9,Nawanshahr,1.869700572
144519,2,1,Hoshiarpur,0.198942616
144521,10,8,Nawanshahr,1.369799603
144522,6,4,Nawanshahr,0.718860243
144523,5,3,Hoshiarpur,0.409054531
144524,2,1,Nawanshahr,0.095498738
144525,2,1,Nawanshahr,0.099691243
144526,3,2,Nawanshahr,0.316919911
144527,10,8,Hoshiarpur,1.25443893
144528,8,7,Hoshiarpur,1.167134576
144529,3,2,Hoshiarpur,0.260017013
144530,3,2,Hoshiarpur,0.230707607
144532,3,2,Nawanshahr,0.354547284
144533,2,1,Nawanshahr,0
144601,6,4,Kapurthala,0.661785039
144602,10,8,Kapurthala,1.222222212
144619,8,7,Kapurthala,1.033160125
144620,6,4,Kapurthala,0.821434576
144621,2,1,Kapurthala,0.120486352
144622,7,6,Kapurthala,0.861546249
144623,2,1,Jalandhar,0.180996023
144624,7,6,Kapurthala,0.954624991
144626,7,6,Kapurthala,0.838311886
144628,3,2,Kapurthala,0.258330721
144629,8,7,Jalandhar,1.056709896
144701,10,8,Jalandhar,1.252810218
144702,6,4,Jalandhar,0.731953372
144801,7,6,Jalandhar,0.884293005
144804,10,8,Kapurthala,1.396853332
144805,5,3,Jalandhar,0.422200054
145001,5,3,Gurdaspur,0.486431362
145002,20,10,Gurdaspur,3.071081736
145022,6,4,Gurdaspur,0.558665848
145023,5,3,Gurdaspur,0.396577186
145024,5,3,Gurdaspur,0.544890032
145025,3,2,Gurdaspur,0.26040936
145026,2,1,Gurdaspur,0
145027,3,2,Gurdaspur,0.318968139
145029,6,4,Gurdaspur,0.790384803
145101,5,3,Gurdaspur,0.435194825
146001,8,7,Hoshiarpur,1.041866994
146101,6,4,Hoshiarpur,0.707620934
146102,3,2,Hoshiarpur,0.235906418
146103,2,1,Hoshiarpur,0
146104,3,2,Hoshiarpur,0.257675684
146105,3,2,Hoshiarpur,0.26798024
146110,3,2,Hoshiarpur,0.394532501
146111,8,7,Hoshiarpur,1.13938771
146113,6,4,Hoshiarpur,0.803406418
146114,2,1,Hoshiarpur,0.015148274
146116,2,1,Hoshiarpur,0.039248996
147001,7,6,Patiala,0.892253708
147002,5,3,Patiala,0.416528897
147004,7,6,Patiala,0.860954466
147021,2,1,Patiala,0
147101,15,9,Patiala,2.048280927
147105,6,4,Patiala,0.69621597
147111,6,4,Patiala,0.685877046
147201,8,7,Patiala,1.163533773
147202,6,4,Patiala,0.775841757
147203,10,8,Fatehgarh Sahib,1.371796765
147301,10,8,Fatehgarh Sahib,1.234916261
148001,6,4,Sangrur,0.832316947
148020,5,3,Sangrur,0.411063325
148021,15,9,Sangrur,2.135737531
148022,3,2,Sangrur,0.230271637
148023,10,8,Sangrur,1.189941163
148024,5,3,Sangrur,0.469985078
148025,6,4,Sangrur,0.602569803
148026,8,7,Sangrur,1.159057821
148028,8,7,Sangrur,1.172877478
148031,3,2,Sangrur,0.321638689
148033,2,1,Sangrur,0.041388457
148034,2,1,Sangrur,0
148035,8,7,Sangrur,1.076799518
148100,15,9,Barnala,1.748499347
148101,6,4,Barnala,0.68059532
148102,6,4,Barnala,0.600673402
148104,3,2,Barnala,0.362523976
148105,3,2,Barnala,0.313307621
148106,2,1,Sangrur,0.060541771
148108,5,3,Barnala,0.516211587
148109,7,6,Barnala,0.972559526
151001,8,7,Bathinda,1.014966669
151003,5,3,Bathinda,0.39828553
151004,3,2,Bathinda,0.227364622
151005,8,7,Bathinda,1.131597216
151101,8,7,Bathinda,1.087654148
151102,3,2,Bathinda,0.298017752
151103,6,4,Bathinda,0.642055318
151104,6,4,Bathinda,0.727281759
151201,20,10,Bathinda,3.479178673
151202,6,4,Faridkot,0.75187236
151203,7,6,Faridkot,0.878823382
151204,10,8,Faridkot,1.347067072
151206,8,7,Bathinda,1.039722815
151207,8,7,Faridkot,1.164684942
151210,8,7,Muktsar,1.009990786
151212,6,4,Faridkot,0.759850606
151301,8,7,Bathinda,1.019644758
151302,6,4,Bathinda,0.554122295
151401,6,4,Bathinda,0.732061814
151501,5,3,Bathinda,0.518195055
151502,6,4,Mansa,0.81848807
151503,3,2,Mansa,0.28510896
151504,3,2,Mansa,0.2657791
151505,6,4,Mansa,0.745962498
151506,10,8,Mansa,1.415648655
151507,10,8,Mansa,1.385925391
151508,2,1,Mansa,0.016984774
