pincode,city,state,Tier,ExtraPricing
176211,Kangra,Himachal Pradesh,Tier4,2
176213,Kangra,Himachal Pradesh,Tier4,2
176214,Kangra,Himachal Pradesh,Tier4,2
176215,Dharmshala,Himachal Pradesh,Tier4,2
176216,Kangra,Himachal Pradesh,Tier4,2
176217,Kangra,Himachal Pradesh,Tier4,2
176218,Kangra,Himachal Pradesh,Tier4,2
176219,Dharamshala,Himachal Pradesh,Tier4,2
176225,Kangra,Himachal Pradesh,Tier4,2
176301,Chamba,Himachal Pradesh,Tier4,2
176302,Chamba,Himachal Pradesh,Tier4,2
176303,Chamba,Himachal Pradesh,Tier4,2
176304,Chamba,Himachal Pradesh,Tier4,2
176305,Chamba,Himachal Pradesh,Tier4,2
176306,Chamba,Himachal Pradesh,Tier4,2
176308,Chamba,Himachal Pradesh,Tier4,2
176309,Chamba,Himachal Pradesh,Tier4,2
176310,Chamba,Himachal Pradesh,Tier4,2
176311,Chamba,Himachal Pradesh,Tier4,2
176312,Chamba,Himachal Pradesh,Tier4,2
176313,Chamba,Himachal Pradesh,Tier4,2
176314,Chamba,Himachal Pradesh,Tier4,2
176315,Chamba,Himachal Pradesh,Tier4,2
176316,Chamba,Himachal Pradesh,Tier4,2
176317,Chamba,Himachal Pradesh,Tier4,2
176318,Chamba,Himachal Pradesh,Tier4,2
176319,Chamba,Himachal Pradesh,Tier4,2
176320,Chamba,Himachal Pradesh,Tier4,2
176321,Chamba,Himachal Pradesh,Tier4,2
176323,Chamba,Himachal Pradesh,Tier4,2
176324,Chamba,Himachal Pradesh,Tier4,2
176325,Chamba,Himachal Pradesh,Tier4,2
176401,Kangra,Himachal Pradesh,Tier4,2
176402,Kangra,Himachal Pradesh,Tier4,2
176403,Kangra,Himachal Pradesh,Tier4,2
176501,Kangra,Himachal Pradesh,Tier4,2
176502,Kangra,Himachal Pradesh,Tier4,2
176601,Una,Himachal Pradesh,Tier4,2
177001,Ambala,Haryana,Tier2,0
177005,Hamirpur(HP),Himachal Pradesh,Tier4,2
177006,Hamirpur(HP),Himachal Pradesh,Tier4,2
177007,Hamirpur(HP),Himachal Pradesh,Tier4,2
177020,Hamirpur(HP),Himachal Pradesh,Tier4,2
177021,Hamirpur(HP),Himachal Pradesh,Tier4,2
177022,Hamirpur(HP),Himachal Pradesh,Tier4,2
177023,Hamirpur(HP),Himachal Pradesh,Tier4,2
177024,Hamirpur(HP),Himachal Pradesh,Tier4,2
177025,Hamirpur(HP),Himachal Pradesh,Tier4,2
177026,Hamirpur(HP),Himachal Pradesh,Tier4,2
177027,Hamirpur(HP),Himachal Pradesh,Tier4,2
177028,Hamirpur(HP),Himachal Pradesh,Tier4,2
177029,Hamirpur(HP),Himachal Pradesh,Tier4,2
177031,Una,Himachal Pradesh,Tier4,2
177033,Hamirpur(HP),Himachal Pradesh,Tier4,2
177034,Kangra,Himachal Pradesh,Tier4,2
177038,Hamirpur(HP),Himachal Pradesh,Tier4,2
177039,Una,Himachal Pradesh,Tier4,2
177040,Hamirpur(HP),Himachal Pradesh,Tier4,2
177041,Hamirpur(HP),Himachal Pradesh,Tier4,2
177042,Hamirpur(HP),Himachal Pradesh,Tier4,2
177043,Kangra,Himachal Pradesh,Tier4,2
177044,Hamirpur(HP),Himachal Pradesh,Tier4,2
177045,Hamirpur(HP),Himachal Pradesh,Tier4,2
177048,Hamirpur(HP),Himachal Pradesh,Tier4,2
177101,Kangra,Himachal Pradesh,Tier4,2
177103,Kangra,Himachal Pradesh,Tier4,2
177104,Kangra,Himachal Pradesh,Tier4,2
177105,Kangra,Himachal Pradesh,Tier4,2
177106,Kangra,Himachal Pradesh,Tier4,2
177107,Kangra,Himachal Pradesh,Tier4,2
177108,Kangra,Himachal Pradesh,Tier4,2
177109,Una,Himachal Pradesh,Tier4,2
177110,Kangra,Himachal Pradesh,Tier4,2
177111,Kangra,Himachal Pradesh,Tier4,2
177112,Kangra,Himachal Pradesh,Tier4,2
177113,Kangra,Himachal Pradesh,Tier4,2
177114,Kangra,Himachal Pradesh,Tier4,2
177117,Kangra,Himachal Pradesh,Tier4,2
177118,Hamirpur(HP),Himachal Pradesh,Tier4,2
177119,Hamirpur(HP),Himachal Pradesh,Tier4,2
177201,Una,Himachal Pradesh,Tier4,2
177202,Una,Himachal Pradesh,Tier4,2
177203,Una,Himachal Pradesh,Tier4,2
177204,Una,Himachal Pradesh,Tier4,2
177205,Una,Himachal Pradesh,Tier4,2
177206,Una,Himachal Pradesh,Tier4,2
177207,Una,Himachal Pradesh,Tier4,2
177208,Una,Himachal Pradesh,Tier4,2
177209,Una,Himachal Pradesh,Tier4,2
177210,Una,Himachal Pradesh,Tier4,2
177211,Una,Himachal Pradesh,Tier4,2
177212,Una,Himachal Pradesh,Tier4,2
177213,Una,Himachal Pradesh,Tier4,2
177219,Una,Himachal Pradesh,Tier4,2
177220,Una,Himachal Pradesh,Tier4,2
177301,Hamirpur(HP),Himachal Pradesh,Tier4,2
177401,Hamirpur(HP),Himachal Pradesh,Tier4,2
177501,Hamirpur(HP),Himachal Pradesh,Tier4,2
177601,Hamirpur(HP),Himachal Pradesh,Tier4,2
180001,Jammu,Jammu and Kashmir,Tier3,2
180002,Jammu,Jammu and Kashmir,Tier3,2
180003,Jammu,Jammu and Kashmir,Tier3,2
180004,Jammu,Jammu and Kashmir,Tier3,2
180005,Jammu,Jammu and Kashmir,Tier3,2
180006,Jammu,Jammu and Kashmir,Tier3,2
180007,Jammu,Jammu and Kashmir,Tier3,2
180010,Jammu,Jammu and Kashmir,Tier3,2
180011,Jammu,Jammu and Kashmir,Tier3,2
180012,Jammu,Jammu and Kashmir,Tier3,2
180013,Jammu,Jammu and Kashmir,Tier3,2
180015,Jammu,Jammu and Kashmir,Tier3,2
180016,Jammu,Jammu and Kashmir,Tier3,2
180017,Jammu,Jammu and Kashmir,Tier3,2
180019,Jammu,Jammu and Kashmir,Tier3,2
181101,Jammu,Jammu and Kashmir,Tier3,2
181102,Jammu,Jammu and Kashmir,Tier3,2
181111,Jammu,Jammu and Kashmir,Tier3,2
181121,Jammu,Jammu and Kashmir,Tier3,2
181122,Jammu,Jammu and Kashmir,Tier3,2
181123,Jammu,Jammu and Kashmir,Tier3,2
181124,Jammu,Jammu and Kashmir,Tier3,2
181131,Jammu,Jammu and Kashmir,Tier3,2
181132,Jammu,Jammu and Kashmir,Tier3,2
181133,Jammu,Jammu and Kashmir,Tier3,2
181141,Jammu,Jammu and Kashmir,Tier3,2
181143,Jammu,Jammu and Kashmir,Tier3,2
181145,Jammu,Jammu and Kashmir,Tier3,2
181152,Jammu,Jammu and Kashmir,Tier3,2
181201,Jammu,Jammu and Kashmir,Tier3,2
181202,Jammu,Jammu and Kashmir,Tier3,2
181203,Jammu,Jammu and Kashmir,Tier3,2
181204,Jammu,Jammu and Kashmir,Tier3,2
181205,Jammu,Jammu and Kashmir,Tier3,2
181206,Jammu,Jammu and Kashmir,Tier3,2
181207,Jammu,Jammu and Kashmir,Tier3,2
181221,Jammu,Jammu and Kashmir,Tier3,2
181224,Jammu,Jammu and Kashmir,Tier3,2
182101,Udhampur,Jammu and Kashmir,Tier4,2
182104,Udhampur,Jammu and Kashmir,Tier4,2
182117,Udhampur,Jammu and Kashmir,Tier4,2
182121,Udhampur,Jammu and Kashmir,Tier4,2
182122,Udhampur,Jammu and Kashmir,Tier4,2
182124,Doda,Jammu and Kashmir,Tier4,2
182125,Udhampur,Jammu and Kashmir,Tier4,2
182126,Udhampur,Jammu and Kashmir,Tier4,2
182128,Udhampur,Jammu and Kashmir,Tier4,2
182141,Udhampur,Jammu and Kashmir,Tier4,2
182142,Udhampur,Jammu and Kashmir,Tier4,2
182143,Doda,Jammu and Kashmir,Tier4,2
182144,Doda,Jammu and Kashmir,Tier4,2
182145,Doda,Jammu and Kashmir,Tier4,2
182146,Doda,Jammu and Kashmir,Tier4,2
182147,Doda,Jammu and Kashmir,Tier4,2
182148,Doda,Jammu and Kashmir,Tier4,2
182161,Udhampur,Jammu and Kashmir,Tier4,2
182201,Doda,Jammu and Kashmir,Tier4,2
182202,Doda,Jammu and Kashmir,Tier4,2
182203,Doda,Jammu and Kashmir,Tier4,2
182204,Doda,Jammu and Kashmir,Tier4,2
182205,Doda,Jammu and Kashmir,Tier4,2
182206,Doda,Jammu and Kashmir,Tier4,2
182221,Doda,Jammu and Kashmir,Tier4,2
182222,Doda,Jammu and Kashmir,Tier4,2
182301,Udhampur,Jammu and Kashmir,Tier4,2
182311,Udhampur,Jammu and Kashmir,Tier4,2
182312,Udhampur,Jammu and Kashmir,Tier4,2
182313,Udhampur,Jammu and Kashmir,Tier4,2
182315,Udhampur,Jammu and Kashmir,Tier4,2
182320,Reasi,Jammu and Kashmir,Tier4,2
184101,Kathua,Jammu and Kashmir,Tier4,2
184102,Kathua,Jammu and Kashmir,Tier4,2
184104,Janglot,Jammu and Kashmir,Tier4,2
184120,Jammu,Jammu and Kashmir,Tier3,2
184121,Kathua,Jammu and Kashmir,Tier4,2
184141,Kathua,Jammu and Kashmir,Tier4,2
184142,Kathua,Jammu and Kashmir,Tier4,2
184143,Kathua,Jammu and Kashmir,Tier4,2
184144,Kathua,Jammu and Kashmir,Tier4,2
184145,Kathua,Jammu and Kashmir,Tier4,2
184148,Kathua,Jammu and Kashmir,Tier4,2
184151,Kathua,Jammu and Kashmir,Tier4,2
184152,Kathua,Jammu and Kashmir,Tier4,2
184201,Kathua,Jammu and Kashmir,Tier4,2
184202,Kathua,Jammu and Kashmir,Tier4,2
184203,Kathua,Jammu and Kashmir,Tier4,2
184204,Kathua,Jammu and Kashmir,Tier4,2
184205,Kathua,Jammu and Kashmir,Tier4,2
184206,Kathua,Jammu and Kashmir,Tier4,2
185101,Poonch,Jammu and Kashmir,Tier4,2
185102,Poonch,Jammu and Kashmir,Tier4,2
185111,Poonch,Jammu and Kashmir,Tier4,2
185121,Poonch,Jammu and Kashmir,Tier4,2
185131,Rajauri,Jammu and Kashmir,Tier4,2
185132,Rajauri,Jammu and Kashmir,Tier4,2
185135,Rajauri,Jammu and Kashmir,Tier4,2
185151,Rajauri,Jammu and Kashmir,Tier4,2
185152,Rajauri,Jammu and Kashmir,Tier4,2
185153,Rajauri,Jammu and Kashmir,Tier4,2
185154,Rajauri,Jammu and Kashmir,Tier4,2
185155,Rajauri,Jammu and Kashmir,Tier4,2
185156,Rajauri,Jammu and Kashmir,Tier4,2
185201,Rajauri,Jammu and Kashmir,Tier4,2
185202,Rajauri,Jammu and Kashmir,Tier4,2
185203,Rajauri,Jammu and Kashmir,Tier4,2
185212,Rajauri,Jammu and Kashmir,Tier4,2
185233,Rajauri,Jammu and Kashmir,Tier4,2
190001,Srinagar,Jammu and Kashmir,Tier4,2
190002,Srinagar,Jammu and Kashmir,Tier4,2
190003,Srinagar,Jammu and Kashmir,Tier4,2
190004,Srinagar,Jammu and Kashmir,Tier4,2
190005,Srinagar,Jammu and Kashmir,Tier4,2
190006,Srinagar,Jammu and Kashmir,Tier4,2
190007,Srinagar,Jammu and Kashmir,Tier4,2
190008,Srinagar,Jammu and Kashmir,Tier4,2
190009,Srinagar,Jammu and Kashmir,Tier4,2
190010,Hazuribagh,Jammu and Kashmir,Tier4,2
190011,Hazuribagh,Jammu and Kashmir,Tier4,2
190012,Srinagar,Jammu and Kashmir,Tier4,2
190014,Srinagar,Jammu and Kashmir,Tier4,2
190015,Srinagar,Jammu and Kashmir,Tier4,2
190017,Srinagar,Jammu and Kashmir,Tier4,2
190018,Srinagar,Jammu and Kashmir,Tier4,2
190019,Srinagar,Jammu and Kashmir,Tier4,2
190020,Srinagar,Jammu and Kashmir,Tier4,2
190021,Srinagar,Jammu and Kashmir,Tier4,2
191101,Srinagar,Jammu and Kashmir,Tier4,2
191102,Srinagar,Jammu and Kashmir,Tier4,2
191103,Ananthnag,Jammu and Kashmir,Tier4,2
191111,Budgam,Jammu and Kashmir,Tier4,2
191112,Budgam,Jammu and Kashmir,Tier4,2
191113,Budgam,Jammu and Kashmir,Tier4,2
191123,Srinagar,Jammu and Kashmir,Tier4,2
191131,Srinagar,Jammu and Kashmir,Tier4,2
191201,Srinagar,Jammu and Kashmir,Tier4,2
191202,Srinagar,Jammu and Kashmir,Tier4,2
191203,Srinagar,Jammu and Kashmir,Tier4,2
192101,Srinagar,Jammu and Kashmir,Tier4,2
192102,Srinagar,Jammu and Kashmir,Tier4,2
192121,Srinagar,Jammu and Kashmir,Tier4,2
192122,Pulwama,Jammu and Kashmir,Tier4,2
192123,Pulwama,Jammu and Kashmir,Tier4,2
192124,Ananthnag,Jammu and Kashmir,Tier4,2
192125,Ananthnag,Jammu and Kashmir,Tier4,2
192126,Ananthnag,Jammu and Kashmir,Tier4,2
192129,Ananthnag,Jammu and Kashmir,Tier4,2
192201,Ananthnag,Jammu and Kashmir,Tier4,2
192202,Ananthnag,Jammu and Kashmir,Tier4,2
192210,Ananthnag,Jammu and Kashmir,Tier4,2
192211,Ananthnag,Jammu and Kashmir,Tier4,2
192212,Ananthnag,Jammu and Kashmir,Tier4,2
192221,Ananthnag,Jammu and Kashmir,Tier4,2
192230,Ananthnag,Jammu and Kashmir,Tier4,2
192231,Ananthnag,Jammu and Kashmir,Tier4,2
192232,Ananthnag,Jammu and Kashmir,Tier4,2
192301,Pulwama,Jammu and Kashmir,Tier4,2
192302,Pulwama,Jammu and Kashmir,Tier4,2
192303,Pulwama,Jammu and Kashmir,Tier4,2
192304,Pulwama,Jammu and Kashmir,Tier4,2
192305,Pulwama,Jammu and Kashmir,Tier4,2
192306,Pulwama,Jammu and Kashmir,Tier4,2
192401,Ananthnag,Jammu and Kashmir,Tier4,2
193101,Baramulla,Jammu and Kashmir,Tier4,2
193103,Baramulla,Jammu and Kashmir,Tier4,2
193121,Baramulla,Jammu and Kashmir,Tier4,2
193122,Baramulla,Jammu and Kashmir,Tier4,2
193123,Baramulla,Jammu and Kashmir,Tier4,2
193198,Baramulla,Jammu and Kashmir,Tier4,2
193201,Baramulla,Jammu and Kashmir,Tier4,2
193202,Baramulla,Jammu and Kashmir,Tier4,2
193221,Kupwara,Jammu and Kashmir,Tier4,2
193222,Kupwara,Jammu and Kashmir,Tier4,2
193223,Kupwara,Jammu and Kashmir,Tier4,2
193224,Kupwara,Jammu and Kashmir,Tier4,2
193225,Kupwara,Jammu and Kashmir,Tier4,2
193301,Baramulla,Jammu and Kashmir,Tier4,2
193302,Baramulla,Jammu and Kashmir,Tier4,2
193303,Baramulla,Jammu and Kashmir,Tier4,2
193401,Baramulla,Jammu and Kashmir,Tier4,2
193402,Baramulla,Jammu and Kashmir,Tier4,2
193403,Baramulla,Jammu and Kashmir,Tier4,2
193411,Budgam,Jammu and Kashmir,Tier4,2
193501,Baramulla,Jammu and Kashmir,Tier4,2
193502,Baramulla,Jammu and Kashmir,Tier4,2
193503,Baramulla,Jammu and Kashmir,Tier4,2
193504,Baramulla,Jammu and Kashmir,Tier4,2
194101,Leh,Jammu and Kashmir,Tier4,2
194102,Kargil,Jammu and Kashmir,Tier4,2
194103,Kargil,Jammu and Kashmir,Tier4,2
194104,Leh,Jammu and Kashmir,Tier4,2
194105,Kargil,Jammu and Kashmir,Tier4,2
194106,Leh,Jammu and Kashmir,Tier4,2
194109,Kargil,Jammu and Kashmir,Tier4,2
194201,Leh,Jammu and Kashmir,Tier4,2
194301,Kargil,Jammu and Kashmir,Tier4,2
194302,Kargil,Jammu and Kashmir,Tier4,2
194401,Leh,Jammu and Kashmir,Tier4,2
194402,Leh,Jammu and Kashmir,Tier4,2
194403,Kargil,Jammu and Kashmir,Tier4,2
194404,Leh,Jammu and Kashmir,Tier4,2
201001,Ghaziabad,Uttar Pradesh,Tier1,-1
201002,Ghaziabad,Uttar Pradesh,Tier1,-1
201003,Ghaziabad,Uttar Pradesh,Tier1,-1
201004,Ghaziabad,Uttar Pradesh,Tier1,-1
201005,Ghaziabad,Uttar Pradesh,Tier1,-1
201006,Ghaziabad,Uttar Pradesh,Tier1,-1
201007,Ghaziabad,Uttar Pradesh,Tier1,-1
201008,Ghaziabad,Uttar Pradesh,Tier1,-1
201009,Ghaziabad,Uttar Pradesh,Tier1,-1
201010,Ghaziabad,Uttar Pradesh,Tier1,-1
201011,Ghaziabad,Uttar Pradesh,Tier1,-1
201012,Ghaziabad,Uttar Pradesh,Tier1,-1
201013,Ghaziabad,Uttar Pradesh,Tier1,-1
201014,Ghaziabad,Uttar Pradesh,Tier1,-1
201102,Ghaziabad,Uttar Pradesh,Tier1,-1
201201,Modinagar,Uttar Pradesh,Tier4,2
201202,Ghaziabad,Uttar Pradesh,Tier1,-1
201204,Modinagar,Uttar Pradesh,Tier4,2
201206,Modinagar,Uttar Pradesh,Tier4,2
201300,Noida,Uttar Pradesh,Tier1,-1
201301,Noida,Uttar Pradesh,Tier1,-1
201302,Noida,Uttar Pradesh,Tier1,-1
201303,Noida,Uttar Pradesh,Tier1,-1
201304,Noida,Uttar Pradesh,Tier1,-1
201305,Noida,Uttar Pradesh,Tier1,-1
201306,Noida,Uttar Pradesh,Tier1,-1
201307,Noida,Uttar Pradesh,Tier1,-1
201308,Noida,Uttar Pradesh,Tier1,-1
201309,Noida,Uttar Pradesh,Tier1,-1
201310,Noida,Uttar Pradesh,Tier1,-1
202001,Aligarh,Uttar Pradesh,Tier3,2
202002,Aligarh,Uttar Pradesh,Tier3,2
202121,Aligarh,Uttar Pradesh,Tier3,2
202122,Aligarh,Uttar Pradesh,Tier3,2
202123,Aligarh,Uttar Pradesh,Tier3,2
202124,Aligarh,Uttar Pradesh,Tier3,2
202125,Aligarh,Uttar Pradesh,Tier3,2
202126,Aligarh,Uttar Pradesh,Tier3,2
202127,Aligarh,Uttar Pradesh,Tier3,2
202128,Aligarh,Uttar Pradesh,Tier3,2
202129,Aligarh,Uttar Pradesh,Tier3,2
202130,Aligarh,Uttar Pradesh,Tier3,2
202131,Aligarh,Uttar Pradesh,Tier3,2
202132,Aligarh,Uttar Pradesh,Tier3,2
202133,Aligarh,Uttar Pradesh,Tier3,2
202134,Aligarh,Uttar Pradesh,Tier3,2
202135,Aligarh,Uttar Pradesh,Tier3,2
202136,Aligarh,Uttar Pradesh,Tier3,2
202137,Aligarh,Uttar Pradesh,Tier3,2
202138,Aligarh,Uttar Pradesh,Tier3,2
202139,Aligarh,Uttar Pradesh,Tier3,2
202140,Aligarh,Uttar Pradesh,Tier3,2
202141,Aligarh,Uttar Pradesh,Tier3,2
202142,Aligarh,Uttar Pradesh,Tier3,2
202143,Aligarh,Uttar Pradesh,Tier3,2
202145,Aligarh,Uttar Pradesh,Tier3,2
202150,Aligarh,Uttar Pradesh,Tier3,2
202155,Aligarh,Uttar Pradesh,Tier3,2
202165,Aligarh,Uttar Pradesh,Tier3,2
202170,Aligarh,Uttar Pradesh,Tier3,2
202280,Aligarh,Uttar Pradesh,Tier3,2
202281,Aligarh,Uttar Pradesh,Tier3,2
202282,Aligarh,Uttar Pradesh,Tier3,2
202389,Bulandshahar,Uttar Pradesh,Tier3,2
202390,Bulandshahar,Uttar Pradesh,Tier3,2
202391,Bulandshahar,Uttar Pradesh,Tier3,2
202392,Bulandshahar,Uttar Pradesh,Tier3,2
202393,Bulandshahar,Uttar Pradesh,Tier3,2
202394,Bulandshahar,Uttar Pradesh,Tier3,2
202395,Bulandshahar,Uttar Pradesh,Tier3,2
202396,Bulandshahar,Uttar Pradesh,Tier3,2
202397,Bulandshahar,Uttar Pradesh,Tier3,2
202398,Bulandshahar,Uttar Pradesh,Tier3,2
202399,Bulandshahar,Uttar Pradesh,Tier3,2
202410,Moradabad,Uttar Pradesh,Tier3,2
202411,Ladpur,Uttar Pradesh,Tier4,2
202412,Chandausi,Uttar Pradesh,Tier4,2
202413,Moradabad,Uttar Pradesh,Tier3,2
202414,Moradabad,Uttar Pradesh,Tier3,2
202415,Moradabad,Uttar Pradesh,Tier3,2
202421,Budaun,Uttar Pradesh,Tier4,2
202520,Budaun,Uttar Pradesh,Tier4,2
202521,Budaun,Uttar Pradesh,Tier4,2
202522,Budaun,Uttar Pradesh,Tier4,2
202523,Budaun,Uttar Pradesh,Tier4,2
202524,Budaun,Uttar Pradesh,Tier4,2
202525,Budaun,Uttar Pradesh,Tier4,2
202526,Budaun,Uttar Pradesh,Tier4,2
202527,Budaun,Uttar Pradesh,Tier4,2
203001,Bulandshahar,Uttar Pradesh,Tier3,2
203002,Bulandshahar,Uttar Pradesh,Tier3,2
203129,Bulandshahar,Uttar Pradesh,Tier3,2
203131,Khurja,Uttar Pradesh,Tier4,2
203132,Bulandshahar,Uttar Pradesh,Tier3,2
203135,Gautam Buddha Nagar,Uttar Pradesh,Tier1,-1
203141,Bulandshahar,Uttar Pradesh,Tier3,2
203150,Bulandshahar,Uttar Pradesh,Tier3,2
203155,Bulandshahar,Uttar Pradesh,Tier3,2
203201,Bulandshahar,Uttar Pradesh,Tier3,2
203202,Bulandshahar,Uttar Pradesh,Tier3,2
203203,Bulandshahar,Uttar Pradesh,Tier3,2
203205,Bulandshahar,Uttar Pradesh,Tier3,2
203206,Bulandshahar,Uttar Pradesh,Tier3,2
203207,Ghaziabad,Uttar Pradesh,Tier1,-1
203209,Ghaziabad,Uttar Pradesh,Tier1,-1
204101,Hathras,Uttar Pradesh,Tier4,2
204102,Hathras,Uttar Pradesh,Tier4,2
204211,Hathras,Uttar Pradesh,Tier4,2
204212,Hathras,Uttar Pradesh,Tier4,2
204213,Aligarh,Uttar Pradesh,Tier3,2
204214,Hathras,Uttar Pradesh,Tier4,2
204215,Aligarh,Uttar Pradesh,Tier3,2
204216,Hathras,Uttar Pradesh,Tier4,2
205001,Mainpuri,Uttar Pradesh,Tier4,2
205119,Mainpuri,Uttar Pradesh,Tier4,2
205121,Mainpuri,Uttar Pradesh,Tier4,2
205130,Firozabad,Uttar Pradesh,Tier4,2
205135,Firozabad,Uttar Pradesh,Tier4,2
205141,Firozabad,Uttar Pradesh,Tier4,2
205142,Firozabad,Uttar Pradesh,Tier4,2
205145,Firozabad,Uttar Pradesh,Tier4,2
205147,Firozabad,Uttar Pradesh,Tier4,2
205151,Firozabad,Uttar Pradesh,Tier4,2
205152,Firozabad,Uttar Pradesh,Tier4,2
205247,Mainpuri,Uttar Pradesh,Tier4,2
205261,Mainpuri,Uttar Pradesh,Tier4,2
205262,Firozabad,Uttar Pradesh,Tier4,2
205263,Mainpuri,Uttar Pradesh,Tier4,2
205264,Mainpuri,Uttar Pradesh,Tier4,2
205265,Mainpuri,Uttar Pradesh,Tier4,2
205267,Mainpuri,Uttar Pradesh,Tier4,2
205268,Mainpuri,Uttar Pradesh,Tier4,2
205302,Mainpuri,Uttar Pradesh,Tier4,2
206001,Etawah,Uttar Pradesh,Tier4,2
206002,Etawah,Uttar Pradesh,Tier4,2
206003,Etah,Uttar Pradesh,Tier4,2
206120,Etawah,Uttar Pradesh,Tier4,2
206121,Etawah,Uttar Pradesh,Tier4,2
206122,Auraiya,Uttar Pradesh,Tier4,2
206123,Etah,Uttar Pradesh,Tier4,2
206124,Etah,Uttar Pradesh,Tier4,2
206125,Etah,Uttar Pradesh,Tier4,2
206126,Etah,Uttar Pradesh,Tier4,2
206127,Etah,Uttar Pradesh,Tier4,2
206128,Etah,Uttar Pradesh,Tier4,2
206129,Auraiya,Uttar Pradesh,Tier4,2
206130,Etah,Uttar Pradesh,Tier4,2
206131,Etah,Uttar Pradesh,Tier4,2
206241,Auraiya,Uttar Pradesh,Tier4,2
206242,Etah,Uttar Pradesh,Tier4,2
206243,Auraiya,Uttar Pradesh,Tier4,2
206244,Auraiya,Uttar Pradesh,Tier4,2
206245,Etah,Uttar Pradesh,Tier4,2
206246,Auraiya,Uttar Pradesh,Tier4,2
206247,Auraiya,Uttar Pradesh,Tier4,2
206248,Auraiya,Uttar Pradesh,Tier4,2
206249,Auraiya,Uttar Pradesh,Tier4,2
206250,Auraiya,Uttar Pradesh,Tier4,2
206251,Auraiya,Uttar Pradesh,Tier4,2
206252,Auraiya,Uttar Pradesh,Tier4,2
206253,Etah,Uttar Pradesh,Tier4,2
206255,Auraiya,Uttar Pradesh,Tier4,2
206301,Mainpuri,Uttar Pradesh,Tier4,2
206302,Mainpuri,Uttar Pradesh,Tier4,2
206303,Mainpuri,Uttar Pradesh,Tier4,2
206451,Farrukhabad,Uttar Pradesh,Tier4,2
207001,Etah,Uttar Pradesh,Tier4,2
207120,Etah,Uttar Pradesh,Tier4,2
207121,Etah,Uttar Pradesh,Tier4,2
207122,Etah,Uttar Pradesh,Tier4,2
207123,Etah,Uttar Pradesh,Tier4,2
207124,Etah,Uttar Pradesh,Tier4,2
207125,Etah,Uttar Pradesh,Tier4,2
207241,Etah,Uttar Pradesh,Tier4,2
207242,Etah,Uttar Pradesh,Tier4,2
207243,Etah,Uttar Pradesh,Tier4,2
207244,Etah,Uttar Pradesh,Tier4,2
207245,Etah,Uttar Pradesh,Tier4,2
207246,Etah,Uttar Pradesh,Tier4,2
207247,Etah,Uttar Pradesh,Tier4,2
207248,Etah,Uttar Pradesh,Tier4,2
207249,Etah,Uttar Pradesh,Tier4,2
207250,Etah,Uttar Pradesh,Tier4,2
207301,Etah,Uttar Pradesh,Tier4,2
207302,Etah,Uttar Pradesh,Tier4,2
207401,Etah,Uttar Pradesh,Tier4,2
207402,Etah,Uttar Pradesh,Tier4,2
207403,Etah,Uttar Pradesh,Tier4,2
207501,Farrukhabad,Uttar Pradesh,Tier4,2
207502,Farrukhabad,Uttar Pradesh,Tier4,2
207503,Farrukhabad,Uttar Pradesh,Tier4,2
207504,Farrukhabad,Uttar Pradesh,Tier4,2
207505,Farrukhabad,Uttar Pradesh,Tier4,2
208001,Kanpur,Uttar Pradesh,Tier2,0
208002,Kanpur,Uttar Pradesh,Tier2,0
208003,Kanpur,Uttar Pradesh,Tier2,0
208004,Kanpur,Uttar Pradesh,Tier2,0
208005,Kanpur,Uttar Pradesh,Tier2,0
208006,Kanpur,Uttar Pradesh,Tier2,0
208007,Kanpur,Uttar Pradesh,Tier2,0
208008,Kanpur,Uttar Pradesh,Tier2,0
208009,Kanpur,Uttar Pradesh,Tier2,0
208010,Kanpur,Uttar Pradesh,Tier2,0
208011,Kanpur,Uttar Pradesh,Tier2,0
208012,Kanpur,Uttar Pradesh,Tier2,0
208013,Kanpur,Uttar Pradesh,Tier2,0
208014,Kanpur,Uttar Pradesh,Tier2,0
208015,Kanpur,Uttar Pradesh,Tier2,0
208016,Kanpur,Uttar Pradesh,Tier2,0
208017,Kanpur,Uttar Pradesh,Tier2,0
208018,Kanpur,Uttar Pradesh,Tier2,0
208019,Kanpur,Uttar Pradesh,Tier2,0
208020,Kanpur,Uttar Pradesh,Tier2,0
208021,Kanpur,Uttar Pradesh,Tier2,0
208022,Kanpur,Uttar Pradesh,Tier2,0
208023,Kanpur,Uttar Pradesh,Tier2,0
208024,Kanpur,Uttar Pradesh,Tier2,0
208025,Kanpur,Uttar Pradesh,Tier2,0
208026,Kanpur,Uttar Pradesh,Tier2,0
208027,Kanpur,Uttar Pradesh,Tier2,0
209101,Kanpur Dehat,Uttar Pradesh,Tier4,2
209111,Kanpur Dehat,Uttar Pradesh,Tier4,2
209112,Kanpur Dehat,Uttar Pradesh,Tier4,2
209115,Kanpur Dehat,Uttar Pradesh,Tier4,2
209121,Kanpur Dehat,Uttar Pradesh,Tier4,2
209202,Kanpur Dehat,Uttar Pradesh,Tier4,2
209203,Kanpur Dehat,Uttar Pradesh,Tier4,2
209204,Kanpur Dehat,Uttar Pradesh,Tier4,2
209205,Kanpur Dehat,Uttar Pradesh,Tier4,2
209206,Kanpur Dehat,Uttar Pradesh,Tier4,2
209208,Kanpur Dehat,Uttar Pradesh,Tier4,2
